Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End
Gm10339	old symbol	MGI:1921965	4930521O11Rik	RIKEN cDNA 4930521O11 gene	lncRNA gene	14	+	15087854	15094363
Oit1	old symbol	MGI:1201784	Fam3d	FAM3 metabolism regulating signaling molecule D	protein coding gene	14	+	14091019	14120836
4930452B06Rik	old symbol	MGI:1926154	Cfap20dc	CFAP20 domain containing	protein coding gene	14	+	13803533	14038581
Gm3839	old symbol	MGI:3782011	Gapdhrt	glyceraldehyde-3-phosphate dehydrogenase, retrotransposed	protein coding gene	14	+	11187822	11189022
3830406C13Rik	old symbol	MGI:1917937	Cep15	centrosomal protein 15	protein coding gene	14	-	10166532	10185590
Gm281	old symbol	MGI:2685127	Cdhr18	cadherin related family member 18	protein coding gene	14	+	8555242	8646046
Olfr720	old symbol	MGI:3030554	Or2t6	olfactory receptor family 2 subfamily T member 6	protein coding gene	14	+	8293683	8294633
Olfr31	old symbol	MGI:109304	Or2t1	olfactory receptor family 2 subfamily T member 1	protein coding gene	14	-	8140697	8141650
Olfr721-ps1		No associated gene							
Dupd1	old symbol	MGI:3647127	Dusp29	dual specificity phosphatase 29	protein coding gene	14	-	21726605	21764644
Dusp13	old symbol	MGI:1351599	Dusp13b	dual specificity phosphatase 13B	protein coding gene	14	-	21783463	21792947
AC163638.2		No associated gene							
Plac9a	old symbol	MGI:2663998	Plac9	placenta specific 9	protein coding gene	14	-	25888356	25903339
Tmem254a	old symbol	MGI:1196450	Tmem254	transmembrane protein 254	protein coding gene	14	-	25923724	25928096
Gm9780	old symbol	MGI:2663998	Plac9	placenta specific 9	protein coding gene	14	-	25888356	25903339
Tmem254c	old symbol	MGI:1196450	Tmem254	transmembrane protein 254	protein coding gene	14	-	25923724	25928096
Cphx2	old symbol	MGI:2145733	Cphx1	cytoplasmic polyadenylated homeobox 1	protein coding gene	14	+	25941983	25956798
Cphx3	old symbol	MGI:2145733	Cphx1	cytoplasmic polyadenylated homeobox 1	protein coding gene	14	+	25941983	25956798
Plac9b	old symbol	MGI:2663998	Plac9	placenta specific 9	protein coding gene	14	-	25888356	25903339
Tmem254b	old symbol	MGI:1196450	Tmem254	transmembrane protein 254	protein coding gene	14	-	25923724	25928096
CT009536.1		No associated gene							
Smim4	old symbol	MGI:1913737	Uqcc5	ubiquinol-cytochrome c reductase complex assembly factor 5	protein coding gene	14	-	30810081	30850894
Prrxl1	old symbol	MGI:2148204	Drgx	dorsal root ganglia homeobox	protein coding gene	14	+	32321364	32371203
Fam25c	old symbol	MGI:1916384	Fam25a	family with sequence similarity 25, member A	protein coding gene	14	-	34073838	34077390
2610528A11Rik	old symbol	MGI:1917295	Gpr15lg	G protein coupled receptor 15 ligand	protein coding gene	14	-	36824097	36832058
AC160336.1		No associated gene							
Ero1l	old symbol	MGI:1354385	Ero1a	endoplasmic reticulum oxidoreductase 1 alpha	protein coding gene	14	-	45520544	45556029
Olfr722	old symbol	MGI:3030556	Or4n5	olfactory receptor family 4 subfamily N member 5	protein coding gene	14	-	50131715	50139398
Olfr723	old symbol	MGI:3030557	Or4l1	olfactory receptor family 4 subfamily L member 1	protein coding gene	14	-	50166020	50167025
Olfr724	old symbol	MGI:3030558	Or4l15	olfactory receptor family 4 subfamily L member 15	protein coding gene	14	-	50197548	50198553
Olfr725	old symbol	MGI:3030559	Or4k15b	olfactory receptor family 4 subfamily K member 15B	protein coding gene	14	-	50271771	50277832
Olfr726	old symbol	MGI:3030560	Or4k15c	olfactory receptor family 4 subfamily K member 15C	protein coding gene	14	-	50321171	50322136
Olfr727	old symbol	MGI:3030561	Or4k15	olfactory receptor family 4 subfamily K member 15	protein coding gene	14	+	50364010	50365044
Olfr728	old symbol	MGI:3030562	Or4k1	olfactory receptor family 4 subfamily K member 1	protein coding gene	14	-	50377159	50378094
Olfr729	old symbol	MGI:3030563	Or4k5	olfactory receptor family 4 subfamily K member 5	protein coding gene	14	-	50385358	50386329
Olfr730	old symbol	MGI:3030564	Or4k2	olfactory receptor family 4 subfamily K member 2	protein coding gene	14	-	50423719	50424675
Olfr731	old symbol	MGI:3030565	Or4k6	olfactory receptor family 4 subfamily K member 6	protein coding gene	14	-	50475360	50476340
Olfr732	old symbol	MGI:3030566	Or4n4	olfactory receptor family 4 subfamily N member 4	protein coding gene	14	-	50518685	50519728
Olfr733	rat synonym	MGI:3030566	Or4n4	olfactory receptor family 4 subfamily N member 4	protein coding gene	14	-	50518685	50519728
Olfr733	old symbol	MGI:3030567	Or4n4b	olfactory receptor family 4 subfamily N member 4B	protein coding gene	14	-	50535794	50536787
Olfr734	old symbol	MGI:3030568	Or4m1	olfactory receptor family 4 subfamily M member 1	protein coding gene	14	-	50557293	50558325
Olfr735	old symbol	MGI:3030569	Or4q3	olfactory receptor family 4 subfamily Q member 3	protein coding gene	14	-	50582833	50583897
Olfr736	old symbol	MGI:3030570	Or11j4	olfactory receptor family 11 subfamily J member 4	protein coding gene	14	+	50630215	50631153
Olfr738	old symbol	MGI:3030572	Or11g1	olfactory receptor family 11 subfamily G member 1	protein coding gene	14	+	50651003	50651938
Olfr739	old symbol	MGI:3030573	Or11g24	olfactory receptor family 11 subfamily G member 24	protein coding gene	14	+	50661978	50662907
Olfr740	old symbol	MGI:3030574	Or11g7	olfactory receptor family 11 subfamily G member 7	protein coding gene	14	+	50690511	50693135
Olfr741	old symbol	MGI:3030575	Or11g25	olfactory receptor family 11 subfamily G member 25	protein coding gene	14	+	50710514	50723852
Olfr742	old symbol	MGI:3030576	Or11g26	olfactory receptor family 11 subfamily G member 26	protein coding gene	14	+	50752578	50753697
Olfr743	old symbol	MGI:3030577	Or11g27	olfactory receptor family 11 subfamily G member 27	protein coding gene	14	+	50770871	50771806
Olfr744	old symbol	MGI:3030578	Or11g2	olfactory receptor family 11 subfamily G member 2	protein coding gene	14	+	50855681	50856652
Olfr745	old symbol	MGI:3030579	Or11h6	olfactory receptor family 11 subfamily H member 6	protein coding gene	14	+	50879652	50880826
Olfr746	old symbol	MGI:3030580	Or11h7	olfactory receptor family 11 subfamily H member 7	protein coding gene	14	+	50890696	50891640
Olfr747	old symbol	MGI:3030581	Or11h4b	olfactory receptor family 11 subfamily H member 4B	protein coding gene	14	-	50918148	50919102
Olfr748	old symbol	MGI:3030582	Or11h23	olfactory receptor family 11 subfamily G member 23	protein coding gene	14	+	50947789	50948712
Olfr749	old symbol	MGI:3030583	Or11h4	olfactory receptor family 11 subfamily H member 4	protein coding gene	14	-	50973676	50981781
Olfr750	old symbol	MGI:3030584	Or6s1	olfactory receptor family 6 subfamily S member 1	protein coding gene	14	-	51307768	51308899
Olfr221	old symbol	MGI:3030055	Or5au1	olfactory receptor family 5 subfamily AU member 1	protein coding gene	14	-	52272631	52273566
Olfr1513	old symbol	MGI:3031347	Or10g3b	olfactory receptor family 10 subfamily G member 3B	protein coding gene	14	-	52586560	52587501
Olfr1512	old symbol	MGI:3031346	Or10g3	olfactory receptor family 10 subfamily G member 3	protein coding gene	14	-	52609567	52610508
Olfr1511	old symbol	MGI:3031345	Or10g1b	olfactory receptor family 10 subfamily G member 1B	protein coding gene	14	-	52627272	52628228
Olfr1510	old symbol	MGI:3031344	Or10g1	olfactory receptor family 10 subfamily G member 1	protein coding gene	14	-	52647346	52648384
Olfr1509	old symbol	MGI:3031343	Or4e2	olfactory receptor family 4 subfamily E member 2	protein coding gene	14	+	52687850	52688859
Olfr1508	old symbol	MGI:3031342	Or4e1	olfactory receptor family 4 subfamily E member 1	protein coding gene	14	-	52700178	52704918
Olfr1507	old symbol	MGI:3031341	Or4e5	olfactory receptor family 4 subfamily E member 5	protein coding gene	14	-	52727392	52733152
C920008G01Rik	old symbol	MGI:2444626	Trav7d-6	T cell receptor alpha variable 7D-6	gene segment	14	+	53257916	53258448
B230359F08Rik	old symbol	MGI:3026946	Trav13-5	T cell receptor alpha variable 13-5	gene segment	14	+	54032912	54033420
Olfr49	old symbol	MGI:1333764	Or6e1	olfactory receptor family 6 subfamily E member 1	protein coding gene	14	-	54519353	54520382
Gm29776	old symbol	MGI:5588935	Cirop	ciliated left-right organizer metallopeptidase	protein coding gene	14	-	54930055	54936290
Fam160b2	old symbol	MGI:3036290	Fhip2b	FHF complex subunit HOOK interacting protein 2B	protein coding gene	14	-	70820736	70837275
Spert	old symbol	MGI:1915176	Cby2	chibby family member 2	protein coding gene	14	-	75820317	75830556
Spertl	old symbol	MGI:1913982	Ccdc202	coiled-coil domain containing 202	protein coding gene	14	+	96118690	96120216
Rnf219	old symbol	MGI:1919736	Obi1	ORC ubiquitin ligase 1	protein coding gene	14	-	104714972	104760081
Gm5089.1		No associated gene							
4930594M22Rik.1		No associated gene							
AW549877	old symbol	MGI:2146232	Rimoc1	RAB7A interacting MON1-CCZ1 complex subunit 1	protein coding gene	15	-	4011517	4025226
AW549877	Genbank	MGI:2146232	Rimoc1	RAB7A interacting MON1-CCZ1 complex subunit 1	protein coding gene	15	-	4011517	4025226
BC037032	old symbol	MGI:3040924	Oxct1as	3-oxoacid CoA transferase 1 antisense RNA	lncRNA gene	15	-	4049596	4056887
BC037032	Genbank	MGI:3040924	Oxct1as	3-oxoacid CoA transferase 1 antisense RNA	lncRNA gene	15	-	4049596	4056887
Tars	old symbol	MGI:106314	Tars1	threonyl-tRNA synthetase 1	protein coding gene	15	-	11383749	11399744
Gm48957	old symbol	MGI:3648948	Gm5468	predicted gene 5468	lncRNA gene	15	+	25414276	25481434
March11	old symbol	MGI:3608327	Marchf11	membrane associated ring-CH-type finger 11	protein coding gene	15	+	26309134	26409662
March6	old symbol	MGI:2442773	Marchf6	membrane associated ring-CH-type finger 6	protein coding gene	15	-	31456045	31531172
Gm48960	old symbol	MGI:1918154	4921515G04Rik	RIKEN cDNA 4921515G04 gene	lncRNA gene	15	-	35368599	35373293
Wdyhv1	old symbol	MGI:1924023	Ntaq1	N-terminal glutamine amidase 1	protein coding gene	15	+	58004773	58022061
Fam49b	old symbol	MGI:1923520	Cyrib	CYFIP related Rac1 interactor B	protein coding gene	15	-	63800946	63932327
Lrrc6	old symbol	MGI:1859553	Dnaaf11	dynein axonemal assembly factor 11	protein coding gene	15	-	66251707	66372759
Pycrl	old symbol	MGI:1913444	Pycr3	pyrroline-5-carboxylate reductase 3	protein coding gene	15	-	75788319	75793369
Tsta3	old symbol	MGI:98857	Gfus	GDP-L-fucose synthase	protein coding gene	15	-	75796532	75801613
Gm35339	old symbol	MGI:5594498	Wdr97	WD repeat domain 97	protein coding gene	15	+	76238649	76249141
Cyhr1	old symbol	MGI:1859320	Zftraf1	zinc finger TRAF type containing 1	protein coding gene	15	-	76527586	76541120
Tex33	old symbol	MGI:1920626	Cimip4	ciliary microtubule inner protein 4	protein coding gene	15	-	78262600	78280112
AC113595.1		No associated gene							
AC140267.1		No associated gene							
1700029P11Rik	old symbol	MGI:1913596	Ndufb11b	NADH:ubiquinone oxidoreductase subunit B11B	protein coding gene	15	+	81864741	81865764
1500009C09Rik	old symbol	MGI:1923755	Smim45	small integral membrane protein 45	protein coding gene	15	+	82136673	82144947
Sept3	old symbol	MGI:1345148	Septin3	septin 3	protein coding gene	15	+	82153003	82178775
Odf3b	old symbol	MGI:1917363	Cimap1b	ciliary microtubule associated protein 1B	protein coding gene	15	-	89261652	89263790
AC137513.1		No associated gene							
Gm41392.1		No associated gene							
Olfr288	old symbol	MGI:3030122	Or10ad1c	olfactory receptor family 10 subfamily AD member 1C	protein coding gene	15	-	98083894	98093423
Olfr287	old symbol	MGI:3030121	Or10ad1	olfactory receptor family 10 subfamily AD member 1	protein coding gene	15	-	98104852	98118937
Olfr286	old symbol	MGI:3030120	Or10ad1b	olfactory receptor family 10 subfamily AD member 1B	protein coding gene	15	-	98124556	98132331
H1fnt	old symbol	MGI:1917319	H1f7	H1.7 linker histone	protein coding gene	15	-	98153867	98155174
Olfr285	old symbol	MGI:3030119	Or8s16	olfactory receptor family 8 subfamily S member 16	protein coding gene	15	-	98210470	98211429
Olfr284	old symbol	MGI:3030118	Or8s5	olfactory receptor family 8 subfamily S member 5	protein coding gene	15	-	98237903	98238820
Olfr283	old symbol	MGI:3030117	Or8s2	olfactory receptor family 8 subfamily S member 2	protein coding gene	15	-	98275977	98277078
Olfr282	old symbol	MGI:3030116	Or8s10	olfactory receptor family 8 subfamily S member 1	protein coding gene	15	+	98335351	98336278
Olfr281	old symbol	MGI:3030115	Or8s8	olfactory receptor family 8 subfamily S member 8	protein coding gene	15	+	98354193	98355128
OR5BS1P		No associated gene							
Olfr279	old symbol	MGI:3030113	Or11m3	olfactory receptor family 11 subfamily M member 3	protein coding gene	15	+	98390281	98397312
4930415O20Rik	old symbol	MGI:1921113	Spmip11	sperm microtubule inner protein 11	protein coding gene	15	+	98468885	98487461
Mettl7a1	old symbol	MGI:1916523	Tmt1a	thiol methyltransferase 1A1	protein coding gene	15	+	100202021	100226543
Mettl7a3	old symbol	MGI:3710670	Tmt1a3	thiol methyltransferase 1A3	protein coding gene	15	+	100232810	100238256
Mettl7a2	old symbol	MGI:3026615	Tmt1a2	thiol methyltransferase 1A2	protein coding gene	15	+	100251081	100259700
Gm47841	old symbol	MGI:6097044	Tmdd1	transmembrane and death domain 1	protein coding gene	15	-	100944223	100945278
Grasp	old symbol	MGI:1860303	Tamalin	trafficking regulator and scaffold protein tamalin	protein coding gene	15	+	101122088	101130637
Atp5g2	old symbol	MGI:1915192	Atp5mc2	ATP synthase membrane subunit c locus 2	protein coding gene	15	-	102571303	102579482
Olfr161	old symbol	MGI:3032605	Or1f19	olfactory receptor family 1 subfamily F member 19	protein coding gene	16	+	3410262	3411203
Olfr15	old symbol	MGI:106182	Or2c1	olfactory receptor family 2 subfamily C member 1	protein coding gene	16	+	3656839	3657777
Sept12	old symbol	MGI:1918339	Septin12	septin 12	protein coding gene	16	-	4804722	4815716
Gm5767	old symbol	MGI:3643507	Litafd	LITAF domain containing	protein coding gene	16	+	8498634	8501775
1810013L24Rik	old symbol	MGI:1916303	Hapstr1	HUWE1 associated protein modifying stress responses	protein coding gene	16	+	8647964	8676786
Gm38619.1		No associated gene							
3110001I22Rik	old symbol	MGI:1913848	Pphln1-ps1	periphilin 1, pseudogene 1	pseudogene	16	+	13489814	13496269
Fopnl	old symbol	MGI:1913336	Cep20	centrosomal protein 20	protein coding gene	16	-	14117108	14135269
Efcab1	old symbol	MGI:1914043	Clxn	calaxin	protein coding gene	16	+	14724315	14786925
Olfr19	old symbol	MGI:109316	Or7a40	olfactory receptor family 7 subfamily A member 40	protein coding gene	16	-	16490914	16491843
Vpreb1	old symbol	MGI:98936	Vpreb1a	V-set pre-B cell surrogate light chain 1A	protein coding gene	16	-	16686265	16687119
Vpreb1	rat synonym	MGI:98937	Vpreb1b	V-set pre-B cell surrogate light chain 1B	protein coding gene	16	+	17798292	17799137
Tmem191c	old symbol	MGI:107238	Tmem191	transmembrane protein 191	protein coding gene	16	+	17094164	17096525
B830017H08Rik	old symbol	MGI:3045365	Fam246a	family with sequence similarity 246 member A	protein coding gene	16	+	17650985	17652872
Vpreb2	human synonym	MGI:96529	Igll1	immunoglobulin lambda-like polypeptide 1	protein coding gene	16	-	16678535	16681849
Vpreb2	rat synonym	MGI:98936	Vpreb1a	V-set pre-B cell surrogate light chain 1A	protein coding gene	16	-	16686265	16687119
Vpreb2	old symbol	MGI:98937	Vpreb1b	V-set pre-B cell surrogate light chain 1B	protein coding gene	16	+	17798292	17799137
Sept5	old symbol	MGI:1195461	Septin5	septin 5	protein coding gene	16	-	18440561	18448688
Olfr164	old symbol	MGI:3029998	Or2m12	olfactory receptor family 2 subfamily M member 12	protein coding gene	16	-	19104544	19105491
Olfr165	old symbol	MGI:3029999	Or2m13	olfactory receptor family 2 subfamily M member 13	protein coding gene	16	-	19224994	19241884
Olfr166	old symbol	MGI:3030000	Or2l13	olfactory receptor family 2 subfamily L member 13	protein coding gene	16	+	19305590	19306528
Olfr167	old symbol	MGI:3030001	Or2l5	olfactory receptor family 2 subfamily L member 5	protein coding gene	16	-	19333446	19334384
Olfr168	old symbol	MGI:3030002	Or2l13b	olfactory receptor family 2 subfamily L member 13B	protein coding gene	16	-	19348730	19349668
Olfr169	old symbol	MGI:3030003	Or2aj4	olfactory receptor family 2 subfamily AJ member 4	protein coding gene	16	-	19384690	19385631
Olfr170	old symbol	MGI:3030004	Or2aj5	olfactory receptor family 2 subfamily AJ member 5	protein coding gene	16	-	19424475	19425416
Olfr171	old symbol	MGI:3030005	Or2aj6	olfactory receptor family 2 subfamily AJ member 6	protein coding gene	16	-	19442907	19443851
Tprg	old symbol	MGI:1918588	Tprg1	transformation related protein 63 regulated 1	protein coding gene	16	+	25105567	25241094
0610012G03Rik	old symbol	MGI:1913301	Ncbp2as2	Ncbp2 antisense 2 (head to head)	protein coding gene	16	-	31765868	31767312
Tctex1d2	old symbol	MGI:1913311	Dynlt2b	dynein light chain Tctex-type 2B	protein coding gene	16	+	32238520	32247917
Ccdc58	old symbol	MGI:2146423	Mix23	mitochondrial matrix import factor 23	protein coding gene	16	+	35892055	35912490
Gm36028	old symbol	MGI:5595187	Btnl12	butyrophilin-like 12	protein coding gene	16	-	37671275	37681508
Maats1	old symbol	MGI:2443598	Cfap91	cilia and flagella associated protein 91	protein coding gene	16	-	38118116	38162222
Gm609	old symbol	MGI:2685455	Cd200l1	CD200 molecule like 1	protein coding gene	16	-	45232131	45313332
Gm17783	old symbol	MGI:5009947	Cd200l2	CD200 molecule like 2	protein coding gene	16	-	45332154	45352413
Gm4737	old symbol	MGI:3643647	Ahcyl	adenosylhomocysteinase like	protein coding gene	16	-	45973348	45975440
Gm813	old symbol	MGI:2685659	Ftdc1	ferritin domain containing 1	protein coding gene	16	-	58434049	58437341
E330017A01Rik	old symbol	MGI:3045360	Ftdc2	ferritin domain containing 2	protein coding gene	16	-	58455625	58458766
Olfr172	old symbol	MGI:3030006	Or5k1b	olfactory receptor family 5 subfamily K member 1B	protein coding gene	16	-	58580515	58581603
Olfr173	old symbol	MGI:3030007	Or5k1	olfactory receptor family 5 subfamily K member 1	protein coding gene	16	-	58617142	58618305
Olfr175-ps1	old symbol	MGI:3030009	Or5k8	olfactory receptor family 5 subfamily K member 8	protein coding gene	16	-	58644144	58647124
Olfr177	old symbol	MGI:3030011	Or5k14	olfactory receptor family 5 subfamily K member 14	protein coding gene	16	-	58689766	58693511
Olfr178	old symbol	MGI:3030012	Or5k15	olfactory receptor family 5 subfamily J member 15	protein coding gene	16	-	58709622	58710581
Olfr180	old symbol	MGI:3030014	Or5k16	olfactory receptor family 5 subfamily K member 16	protein coding gene	16	-	58736049	58738849
Olfr181	old symbol	MGI:3030015	Or5k17	olfactory receptor family 5 subfamily K member 17	protein coding gene	16	-	58745920	58749007
Olfr183	old symbol	MGI:3030017	Or5h17	olfactory receptor family 5 subfamily H member 17	protein coding gene	16	+	58815720	58821804
Olfr186	old symbol	MGI:3030020	Or5h18	olfactory receptor family 5 subfamily H member 18	protein coding gene	16	-	58847286	58848290
Olfr187	old symbol	MGI:3030021	Or5h19	olfactory receptor family 5 subfamily H member 19	protein coding gene	16	-	58856143	58860112
Olfr190	old symbol	MGI:3030024	Or5h22	olfactory receptor family 5 subfamily H member 22	protein coding gene	16	-	58894518	58895441
Olfr191	old symbol	MGI:3030025	Or5h23	olfactory receptor family 5 subfamily H member 23	protein coding gene	16	-	58905915	58906844
Olfr193	old symbol	MGI:3030027	Or5h25	olfactory receptor family 5 subfamily H member 25	protein coding gene	16	-	58929988	58930996
Olfr194	old symbol	MGI:3030028	Or5ac15	olfactory receptor family 5 subfamily AC member 15	protein coding gene	16	-	58939511	58940431
Olfr195	old symbol	MGI:3030029	Or5k3	olfactory receptor family 5 subfamily K member 3	protein coding gene	16	+	58969215	58970141
Olfr196	old symbol	MGI:3030030	Or5h26	olfactory receptor family 5 subfamily H member 26	protein coding gene	16	-	58987010	58990817
Olfr198	old symbol	MGI:3030032	Or5ac16	olfactory receptor family 5 subfamily AC member 16	protein coding gene	16	-	59021867	59022787
Olfr199	old symbol	MGI:3030033	Or5ac17	olfactory receptor family 5 subfamily AC member 17	protein coding gene	16	-	59036048	59036974
Olfr201	old symbol	MGI:3030035	Or5ac19	olfactory receptor family 5 subfamily AC member 19	protein coding gene	16	-	59089102	59090028
Olfr202	old symbol	MGI:3030036	Or5ac20	olfactory receptor family 5 subfamily AC member 20	protein coding gene	16	-	59103935	59104858
Olfr203	old symbol	MGI:3030037	Or5ac21	olfactory receptor family 5 subfamily AC member 21	protein coding gene	16	+	59123518	59124438
Olfr204	old symbol	MGI:3030038	Or5ac22	olfactory receptor family 5 subfamily AC member 22	protein coding gene	16	-	59134851	59135768
Olfr205	old symbol	MGI:3030039	Or5ac23	olfactory receptor family 5 subfamily AC member 23	protein coding gene	16	-	59148953	59149870
Olfr206	old symbol	MGI:3030040	Or5ac24	olfactory receptor family 5 subfamily AC member 24	protein coding gene	16	-	59165085	59166089
Olfr209	old symbol	MGI:3030043	Or5ac25	olfactory receptor family 5 subfamily AC member 25	protein coding gene	16	-	59181587	59182603
Atp5j	old symbol	MGI:107777	Atp5pf	ATP synthase peripheral stalk subunit F6	protein coding gene	16	-	84624754	84632495
Atp5o	old symbol	MGI:106341	Atp5po	ATP synthase peripheral stalk subunit OSCP	protein coding gene	16	-	91722111	91728518
Gm5678	old symbol	MGI:3646098	Cbr1b	carbonyl reductase 1B	protein coding gene	16	+	93424985	93427339
Wrb	old symbol	MGI:2136882	Get1	guided entry of tail-anchored proteins factor 1	protein coding gene	16	+	95946607	95959052
Fgfr1op	old symbol	MGI:1922546	Cep43	centrosomal protein 43	protein coding gene	17	+	8384333	8415636
Qk	old symbol	MGI:97837	Qki	quaking, KH domain containing RNA binding	protein coding gene	17	-	10425480	10538706
Gm3417	old symbol	MGI:3781595	Dynlt2a3	dynein light chain Tctex-type 2A3	protein coding gene	17	-	15184504	15199052
9030025P20Rik	old symbol	MGI:3583895	Ermardl2	ER membrane associated RNA degradation like 2	protein coding gene	17	+	15199078	15211839
Gm3448	old symbol	MGI:3809205	Dynlt2a2	dynein light chain Tctex-type 2A2	protein coding gene	17	-	15216045	15230446
Gm3435	old symbol	MGI:3810125	Ermardl1	ER membrane associated RNA degradation like 1	protein coding gene	17	+	15230438	15242711
Tcte3	old symbol	MGI:98642	Dynlt2a1	dynein light chain Tctex-type 2A1	protein coding gene	17	-	15247414	15261750
Tcte3	human synonym	MGI:3809205	Dynlt2a2	dynein light chain Tctex-type 2A2	protein coding gene	17	-	15216045	15230446
Tcte3	human synonym	MGI:3781595	Dynlt2a3	dynein light chain Tctex-type 2A3	protein coding gene	17	-	15184504	15199052
AC154200.1		No associated gene							
Vmn2r-ps130	old symbol	MGI:3761689	Vmn2r130	vomeronasal 2, receptor 130	protein coding gene	17	+	23280341	23296399
1520401A03Rik	old symbol	MGI:2443785	Grep1	glycine rich extracellular protein 1	protein coding gene	17	-	23923462	23941757
Slc9a3r2	old symbol	MGI:1890662	Nherf2	NHERF family PDZ scaffold protein 2	protein coding gene	17	-	24858255	24869279
Cramp1l	old symbol	MGI:1930190	Cramp1	cramped chromatin regulator 1	protein coding gene	17	-	25180200	25234762
Gm38655	old symbol	MGI:5621540	Percc1	proline and glutamate rich with coiled coil 1	protein coding gene	17	-	25391871	25394445
BC003965	old symbol	MGI:2670966	Uqcc4	ubiquinol-cytochrome c reductase complex assembly factor 4	protein coding gene	17	+	25403535	25406636
BC003965	Genbank	MGI:2670966	Uqcc4	ubiquinol-cytochrome c reductase complex assembly factor 4	protein coding gene	17	+	25403535	25406636
2810468N07Rik	old symbol	MGI:1920084	Cerox1	cytoplasmic endogenous regulator of oxidative phosphorylation 1	lncRNA gene	17	+	25789785	25794017
Fam173a	old symbol	MGI:2384888	Antkmt	adenine nucleotide translocase lysine methyltransferase	protein coding gene	17	-	26009474	26011761
A930017K11Rik	old symbol	MGI:2442713	Prr35	proline rich 35	protein coding gene	17	-	26165361	26171539
Tmem8	old symbol	MGI:1926283	Pgap6	post-glycosylphosphatidylinositol attachment to proteins 6	protein coding gene	17	+	26332290	26342228
AI413582	old symbol	MGI:2146839	Smim29	small integral membrane protein 29	protein coding gene	17	-	27782743	27784706
AI413582	Genbank	MGI:2146839	Smim29	small integral membrane protein 29	protein coding gene	17	-	27782743	27784706
Uhrf1bp1	old symbol	MGI:3041238	Bltp3a	bridge-like lipid transfer protein family member 3A	protein coding gene	17	+	28075481	28119014
Gm4356	old symbol	MGI:3782541	Gng5c	G protein subunit gamma 5C	protein coding gene	17	+	28945200	28945678
4930539E08Rik	old symbol	MGI:1925441	Bnip5	BCL2 interacting protein 5	protein coding gene	17	-	29115366	29134298
Gm17657	old symbol	MGI:4937291	Tmem217b	transmembrane 217B	protein coding gene	17	-	29737616	29768612
AC166172.1		No associated gene							
Olfr55	old symbol	MGI:1333751	Or10h1b	olfactory receptor family 10 subfamily H member 1B	protein coding gene	17	+	33395390	33396337
Olfr239	old symbol	MGI:3030073	Or10h1	olfactory receptor family 10 subfamily H member 1	protein coding gene	17	+	33418036	33418983
Olfr1564	old symbol	MGI:3782645	Or10h5	olfactory receptor family 10 subfamily H member 5	protein coding gene	17	-	33434235	33435325
Olfr63	old symbol	MGI:1335096	Or10h28	olfactory receptor family 10 subfamily H member 28	protein coding gene	17	+	33487700	33488650
Gm4125	old symbol	MGI:3782301	Nfilz	NFIL3 like basic leucine zipper	protein coding gene	17	-	33686824	33687660
March2	old symbol	MGI:1925915	Marchf2	membrane associated ring-CH-type finger 2	protein coding gene	17	-	33904666	33937644
H2-Ke6	old symbol	MGI:95911	Hsd17b8	hydroxysteroid 17-beta dehydrogenase 8	protein coding gene	17	-	34245007	34247029
BC051142	old symbol	MGI:3039565	Tsbp1	testis expressed basic protein 1	protein coding gene	17	+	34617794	34679708
BC051142	Genbank	MGI:3039565	Tsbp1	testis expressed basic protein 1	protein coding gene	17	+	34617794	34679708
Skiv2l	old symbol	MGI:1099835	Skic2	SKI2 subunit of superkiller complex	protein coding gene	17	-	35058202	35069180
Vars	old symbol	MGI:90675	Vars1	valyl-tRNA synthetase 1	protein coding gene	17	+	35219963	35235298
Gm9573	old symbol	MGI:3779983	Muc21	mucin 21	protein coding gene	17	-	35928815	35937529
Gm11127	old symbol	MGI:3779381	H2-T27	histocompatibility 2, T region locus 27	protein coding gene	17	-	36366708	36369263
Gm7030	old symbol	MGI:1890744	H2-T25	histocompatibility-2, T region locus 25	protein coding gene	17	-	36438501	36440317
Gm8909	old symbol	MGI:3704134	H2-T26	histocompatibility 2, T region locus 26	protein coding gene	17	-	36475335	36479429
Znrd1	old symbol	MGI:1913386	Polr1h	RNA polymerase I subunit H	protein coding gene	17	-	37265250	37269417
Znrd1as	old symbol	MGI:1923666	Polr1has	RNA polymerase I subunit H, antisense	protein coding gene	17	+	37269484	37276517
Olfr90	old symbol	MGI:2177473	Or2h2	olfactory receptor family 2 subfamily H member 2	protein coding gene	17	-	37396083	37397128
Olfr91	old symbol	MGI:2177474	Or2h1	olfactory receptor family 2 subfamily H member 1	protein coding gene	17	-	37401510	37409170
Olfr92	old symbol	MGI:2177475	Or2h2c	olfactory receptor family 2 subfamily H member 2C	protein coding gene	17	-	37421934	37422872
Olfr93	old symbol	MGI:2177476	Or2h1b	olfactory receptor family 2 subfamily H member 1B	protein coding gene	17	-	37461923	37462861
Olfr94	old symbol	MGI:2177477	Or2i1	olfactory receptor family 2 subfamily I member 1	protein coding gene	17	-	37507697	37508857
Olfr95	old symbol	MGI:2177478	Or10c1	olfactory receptor family 10 subfamily C member 1	protein coding gene	17	-	37521804	37522742
Olfr96	old symbol	MGI:2177479	Or11a4	olfactory receptor family 11 subfamily A member 4	protein coding gene	17	+	37535982	37537032
