Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End	Ensembl ID
Hist1h2bq	rat symbol	MGI:2448386	H2bc8	H2B clustered histone 8	protein coding gene	13	+	23755574	23756037	ENSMUSG00000058385
Hist1h2bq	old symbol	MGI:3702051	H2bc23	H2B clustered histone 23	protein coding gene	13	-	21990782	21994367	ENSMUSG00000069307
Hist1h2ao	old symbol	MGI:2448302	H2ac23	H2A clustered histone 23	protein coding gene	13	+	21994635	21995114	ENSMUSG00000094248
Hist1h2ao	rat symbol	MGI:2448419	H4c1	H4 clustered histone 1	protein coding gene	13	-	23944778	23945232	ENSMUSG00000060093
Hist1h2ao	rat symbol	MGI:2448420	H4c2	H4 clustered histone 2	protein coding gene	13	+	23940996	23941392	ENSMUSG00000069266
Hist1h2ao	rat symbol	MGI:2448421	H4c3	H4 clustered histone 3	protein coding gene	13	-	23882067	23882441	ENSMUSG00000060678
Hist1h2ao	rat symbol	MGI:2448423	H4c4	H4 clustered histone 4	protein coding gene	13	+	23765551	23765952	ENSMUSG00000061482
Hist1h2ao	rat symbol	MGI:2448425	H4c6	H4 clustered histone 6	protein coding gene	13	-	23735460	23735842	ENSMUSG00000069274
Hist1h2ao	rat symbol	MGI:2448427	H4c8	H4 clustered histone 8	protein coding gene	13	+	23715214	23715648	ENSMUSG00000060981
Hist1h2ao	rat symbol	MGI:2448432	H4c9	H4 clustered histone 9	protein coding gene	13	-	22225130	22225532	ENSMUSG00000060639
Hist1h2ao	rat symbol	MGI:2448436	H4c11	H4 clustered histone 11	protein coding gene	13	+	21919204	21919626	ENSMUSG00000067455
Hist1h2ao	rat symbol	MGI:2448439	H4c12	H4 clustered histone 12	protein coding gene	13	-	21934364	21934675	ENSMUSG00000064288
Hist1h2ao	rat symbol	MGI:2140113	H4c14	H4 clustered histone 14	protein coding gene	3	-	96170250	96170633	ENSMUSG00000091405
Hist1h2ao	rat symbol	MGI:2448443	H4c16	H4 histone 16	protein coding gene	6	-	136780991	136781429	ENSMUSG00000096010
Hist1h2ao	rat symbol	MGI:2448441	H4c17	H4 clustered histone 17	protein coding gene	13	+	21995916	21996317	ENSMUSG00000069306
Hist1h2ao	rat symbol	MGI:4843992	H4c18	H4 clustered histone 18	protein coding gene	13	-	22015962	22016367	ENSMUSG00000069305
Hist1h4m	rat symbol	MGI:2448419	H4c1	H4 clustered histone 1	protein coding gene	13	-	23944778	23945232	ENSMUSG00000060093
Hist1h4m	rat symbol	MGI:2448420	H4c2	H4 clustered histone 2	protein coding gene	13	+	23940996	23941392	ENSMUSG00000069266
Hist1h4m	rat symbol	MGI:2448421	H4c3	H4 clustered histone 3	protein coding gene	13	-	23882067	23882441	ENSMUSG00000060678
Hist1h4m	rat symbol	MGI:2448423	H4c4	H4 clustered histone 4	protein coding gene	13	+	23765551	23765952	ENSMUSG00000061482
Hist1h4m	rat symbol	MGI:2448425	H4c6	H4 clustered histone 6	protein coding gene	13	-	23735460	23735842	ENSMUSG00000069274
Hist1h4m	rat symbol	MGI:2448427	H4c8	H4 clustered histone 8	protein coding gene	13	+	23715214	23715648	ENSMUSG00000060981
Hist1h4m	rat symbol	MGI:2448432	H4c9	H4 clustered histone 9	protein coding gene	13	-	22225130	22225532	ENSMUSG00000060639
Hist1h4m	rat symbol	MGI:2448436	H4c11	H4 clustered histone 11	protein coding gene	13	+	21919204	21919626	ENSMUSG00000067455
Hist1h4m	rat symbol	MGI:2448439	H4c12	H4 clustered histone 12	protein coding gene	13	-	21934364	21934675	ENSMUSG00000064288
Hist1h4m	rat symbol	MGI:2140113	H4c14	H4 clustered histone 14	protein coding gene	3	-	96170250	96170633	ENSMUSG00000091405
Hist1h4m	rat symbol	MGI:2448443	H4c16	H4 histone 16	protein coding gene	6	-	136780991	136781429	ENSMUSG00000096010
Hist1h4m	old symbol	MGI:2448441	H4c17	H4 clustered histone 17	protein coding gene	13	+	21995916	21996317	ENSMUSG00000069306
Hist1h4m	rat symbol	MGI:4843992	H4c18	H4 clustered histone 18	protein coding gene	13	-	22015962	22016367	ENSMUSG00000069305
Hist1h4n	old symbol	MGI:4843992	H4c18	H4 clustered histone 18	protein coding gene	13	-	22015962	22016367	ENSMUSG00000069305
Hist1h2ap	old symbol	MGI:3710573	H2ac24	H2A clustered histone 24	protein coding gene	13	-	22017194	22017645	ENSMUSG00000094777
Hist1h2br	old symbol	MGI:3710645	H2bc24	H2B clustered histone 24	protein coding gene	13	+	22017913	22021700	ENSMUSG00000069303
Hist1h2ah	old symbol	MGI:2448295	H2ac12	H2A clustered histone 12	protein coding gene	13	-	22219334	22219738	ENSMUSG00000069302
Hist1h2ah	rat symbol	MGI:2448297	H2ac15	H2A clustered histone 15	protein coding gene	13	-	21937605	21937997	ENSMUSG00000063021
Hist1h2bk	old symbol	MGI:2448399	H2bc12	H2B clustered histone 12	protein coding gene	13	+	22220040	22220515	ENSMUSG00000062727
Hist1h4i	human synonym	MGI:2448427	H4c8	H4 clustered histone 8	protein coding gene	13	+	23715214	23715648	ENSMUSG00000060981
Hist1h4i	old symbol	MGI:2448432	H4c9	H4 clustered histone 9	protein coding gene	13	-	22225130	22225532	ENSMUSG00000060639
Hist1h2ag	old symbol	MGI:2448293	H2ac11	H2A clustered histone 11	protein coding gene	13	-	22226648	22227119	ENSMUSG00000069301
Hist1h2ag	human synonym	MGI:2448300	H2ac22	H2A clustered histone 22	protein coding gene	13	-	21970996	21971388	ENSMUSG00000069309
Hist1h2bj	old symbol	MGI:2448388	H2bc11	H2B clustered histone 11	protein coding gene	13	+	22227368	22227828	ENSMUSG00000069300
Hist1h2bj	human synonym	MGI:2448415	H2bc21	H2B clustered histone 21	protein coding gene	3	+	96128435	96131054	ENSMUSG00000068854
Vmn1r207-ps	old symbol	MGI:3650396	Vmn1r207	vomeronasal 1 receptor 207	protein coding gene	13	-	22909854	22910792	ENSMUSG00000084136
Hist1h4h	old symbol	MGI:2448427	H4c8	H4 clustered histone 8	protein coding gene	13	+	23715214	23715648	ENSMUSG00000060981
Hist1h4h	human synonym	MGI:2448439	H4c12	H4 clustered histone 12	protein coding gene	13	-	21934364	21934675	ENSMUSG00000064288
Hist1h2af	rat symbol	MGI:2448306	H2ac4	H2A clustered histone 4	protein coding gene	13	+	23935109	23935581	ENSMUSG00000061615
Hist1h2af	rat symbol	MGI:2448287	H2ac6	H2A clustered histone 6	protein coding gene	13	-	23867456	23867942	ENSMUSG00000069270
Hist1h2af	rat symbol	MGI:2448289	H2ac7	H2A clustered histone 7	protein coding gene	13	+	23758555	23759089	ENSMUSG00000071478
Hist1h2af	rat symbol	MGI:2448290	H2ac8	H2A clustered histone 8	protein coding gene	13	-	23754837	23755394	ENSMUSG00000069272
Hist1h2af	old symbol	MGI:2448309	H2ac10	H2A clustered histone 10	protein coding gene	13	+	23718076	23718474	ENSMUSG00000061991
Hist1h2af	rat symbol	MGI:2448293	H2ac11	H2A clustered histone 11	protein coding gene	13	-	22226648	22227119	ENSMUSG00000069301
Hist1h2af	rat symbol	MGI:2448457	H2ac13	H2A clustered histone 13	protein coding gene	13	+	21900592	21900984	ENSMUSG00000071516
Hist1h2af	rat symbol	MGI:2448300	H2ac22	H2A clustered histone 22	protein coding gene	13	-	21970996	21971388	ENSMUSG00000069309
Hist1h2af	rat symbol	MGI:2448302	H2ac23	H2A clustered histone 23	protein coding gene	13	+	21994635	21995114	ENSMUSG00000094248
Hist1h2af	rat symbol	MGI:3710573	H2ac24	H2A clustered histone 24	protein coding gene	13	-	22017194	22017645	ENSMUSG00000094777
Hist1h3g	human synonym	MGI:2668828	H3c1	H3 clustered histone 1	protein coding gene	13	-	23945868	23946369	ENSMUSG00000069265
Hist1h3g	old symbol	MGI:2145541	H3c8	H3 clustered histone 8	protein coding gene	13	+	23719588	23720079	ENSMUSG00000099517
Hist1h3g	human synonym	MGI:2448349	H3c10	H3 clustered histone 10	protein coding gene	13	+	21901829	21902239	ENSMUSG00000101355
Hist1h3g	human synonym	MGI:2448350	H3c11	H3 clustered histone 11	protein coding gene	13	-	21967130	21967540	ENSMUSG00000101972
Hist1h3g	human synonym	MGI:2448357	H3c15	H3 clustered histone 15	protein coding gene	3	-	96145424	96146300	ENSMUSG00000081058
Hist1h2bh	rat synonym	MGI:1915274	H2bc4	H2B clustered histone 4	protein coding gene	13	+	23868182	23876805	ENSMUSG00000018102
Hist1h2bh	rat synonym	MGI:2448380	H2bc6	H2B clustered histone 6	protein coding gene	13	-	23767653	23805091	ENSMUSG00000047246
Hist1h2bh	rat synonym	MGI:2448386	H2bc8	H2B clustered histone 8	protein coding gene	13	+	23755574	23756037	ENSMUSG00000058385
Hist1h2bh	old symbol	MGI:2448387	H2bc9	H2B clustered histone 9	protein coding gene	13	-	23727093	23727614	ENSMUSG00000114456
Hist1h2bh	rat synonym	MGI:2448409	H2bc22	H2B clustered histone 22	protein coding gene	13	+	21971631	21973383	ENSMUSG00000069308
Hist1h2bh	human synonym	MGI:3702051	H2bc23	H2B clustered histone 23	protein coding gene	13	-	21990782	21994367	ENSMUSG00000069307
Hist1h2bh	human synonym	MGI:3710645	H2bc24	H2B clustered histone 24	protein coding gene	13	+	22017913	22021700	ENSMUSG00000069303
Hist1h3f	old symbol	MGI:2448329	H3c7	H3 clustered histone 7	protein coding gene	13	+	23728222	23729124	ENSMUSG00000100210
Hist1h3f	human synonym	MGI:2448350	H3c11	H3 clustered histone 11	protein coding gene	13	-	21967130	21967540	ENSMUSG00000101972
Hist1h4f	human synonym	MGI:2448421	H4c3	H4 clustered histone 3	protein coding gene	13	-	23882067	23882441	ENSMUSG00000060678
Hist1h4f	old symbol	MGI:2448425	H4c6	H4 clustered histone 6	protein coding gene	13	-	23735460	23735842	ENSMUSG00000069274
Hist1h1d	old symbol	MGI:107502	H1f3	H1.3 linker histone, cluster member	protein coding gene	13	+	23739206	23739981	ENSMUSG00000052565
Hist1h1d	rat synonym	MGI:1931527	H1f4	H1.4 linker histone, cluster member	protein coding gene	13	-	23805760	23806541	ENSMUSG00000051627
Hist1h3e	old symbol	MGI:2448326	H3c6	H3 clustered histone 6	protein coding gene	13	-	23745708	23746543	ENSMUSG00000069273
Hist1h3e	human synonym	MGI:2448349	H3c10	H3 clustered histone 10	protein coding gene	13	+	21901829	21902239	ENSMUSG00000101355
Hist1h2ae	human synonym	MGI:2448306	H2ac4	H2A clustered histone 4	protein coding gene	13	+	23935109	23935581	ENSMUSG00000061615
Hist1h2ae	human synonym	MGI:2448287	H2ac6	H2A clustered histone 6	protein coding gene	13	-	23867456	23867942	ENSMUSG00000069270
Hist1h2ae	human synonym	MGI:2448289	H2ac7	H2A clustered histone 7	protein coding gene	13	+	23758555	23759089	ENSMUSG00000071478
Hist1h2ae	old symbol	MGI:2448290	H2ac8	H2A clustered histone 8	protein coding gene	13	-	23754837	23755394	ENSMUSG00000069272
Hist1h2ae	human synonym	MGI:2448457	H2ac13	H2A clustered histone 13	protein coding gene	13	+	21900592	21900984	ENSMUSG00000071516
Hist1h2ae	human synonym	MGI:2448300	H2ac22	H2A clustered histone 22	protein coding gene	13	-	21970996	21971388	ENSMUSG00000069309
Hist1h2ae	human synonym	MGI:2448302	H2ac23	H2A clustered histone 23	protein coding gene	13	+	21994635	21995114	ENSMUSG00000094248
Hist1h2ae	human synonym	MGI:3710573	H2ac24	H2A clustered histone 24	protein coding gene	13	-	22017194	22017645	ENSMUSG00000094777
Hist1h2bg	human synonym	MGI:1915274	H2bc4	H2B clustered histone 4	protein coding gene	13	+	23868182	23876805	ENSMUSG00000018102
Hist1h2bg	human synonym	MGI:2448380	H2bc6	H2B clustered histone 6	protein coding gene	13	-	23767653	23805091	ENSMUSG00000047246
Hist1h2bg	human synonym	MGI:2448383	H2bc7	H2B clustered histone 7	protein coding gene	13	-	23757934	23758381	ENSMUSG00000069268
Hist1h2bg	old symbol	MGI:2448386	H2bc8	H2B clustered histone 8	protein coding gene	13	+	23755574	23756037	ENSMUSG00000058385
Hist1h2bg	rat symbol	MGI:2448387	H2bc9	H2B clustered histone 9	protein coding gene	13	-	23727093	23727614	ENSMUSG00000114456
Hist1h2bg	human synonym	MGI:2448404	H2bc14	H2B clustered histone 14	protein coding gene	13	+	21906214	21906696	ENSMUSG00000114279
Hist1h2bg	human synonym	MGI:1925553	H2bc27	H2B clustered histone 27	protein coding gene	11	+	58839737	58840198	ENSMUSG00000056895
Hist1h2bf	human synonym	MGI:1915274	H2bc4	H2B clustered histone 4	protein coding gene	13	+	23868182	23876805	ENSMUSG00000018102
Hist1h2bf	human synonym	MGI:2448380	H2bc6	H2B clustered histone 6	protein coding gene	13	-	23767653	23805091	ENSMUSG00000047246
Hist1h2bf	old symbol	MGI:2448383	H2bc7	H2B clustered histone 7	protein coding gene	13	-	23757934	23758381	ENSMUSG00000069268
Hist1h2bf	human synonym	MGI:2448386	H2bc8	H2B clustered histone 8	protein coding gene	13	+	23755574	23756037	ENSMUSG00000058385
Hist1h2bf	human synonym	MGI:2448404	H2bc14	H2B clustered histone 14	protein coding gene	13	+	21906214	21906696	ENSMUSG00000114279
Hist1h2bf	human synonym	MGI:1925553	H2bc27	H2B clustered histone 27	protein coding gene	11	+	58839737	58840198	ENSMUSG00000056895
Hist1h2ad	human synonym	MGI:2448306	H2ac4	H2A clustered histone 4	protein coding gene	13	+	23935109	23935581	ENSMUSG00000061615
Hist1h2ad	old symbol	MGI:2448289	H2ac7	H2A clustered histone 7	protein coding gene	13	+	23758555	23759089	ENSMUSG00000071478
Hist1h3d	human synonym	MGI:2668828	H3c1	H3 clustered histone 1	protein coding gene	13	-	23945868	23946369	ENSMUSG00000069265
Hist1h3d	old symbol	MGI:2448322	H3c4	H3 clustered histone 4	protein coding gene	13	+	23759937	23760440	ENSMUSG00000099583
Hist1h4d	old symbol	MGI:2448423	H4c4	H4 clustered histone 4	protein coding gene	13	+	23765551	23765952	ENSMUSG00000061482
Hist1h4d	human synonym	MGI:2448441	H4c17	H4 clustered histone 17	protein coding gene	13	+	21995916	21996317	ENSMUSG00000069306
Hist1h2be	human synonym	MGI:1915274	H2bc4	H2B clustered histone 4	protein coding gene	13	+	23868182	23876805	ENSMUSG00000018102
Hist1h2be	old symbol	MGI:2448380	H2bc6	H2B clustered histone 6	protein coding gene	13	-	23767653	23805091	ENSMUSG00000047246
Hist1h2be	human synonym	MGI:2448386	H2bc8	H2B clustered histone 8	protein coding gene	13	+	23755574	23756037	ENSMUSG00000058385
Hist1h2be	human synonym	MGI:2448403	H2bc13	H2B clustered histone 13	protein coding gene	13	-	21899933	21900313	ENSMUSG00000094338
Hist1h2be	human synonym	MGI:2448404	H2bc14	H2B clustered histone 14	protein coding gene	13	+	21906214	21906696	ENSMUSG00000114279
Hist1h2be	human synonym	MGI:1925553	H2bc27	H2B clustered histone 27	protein coding gene	11	+	58839737	58840198	ENSMUSG00000056895
Hist1h1e	old symbol	MGI:1931527	H1f4	H1.4 linker histone, cluster member	protein coding gene	13	-	23805760	23806541	ENSMUSG00000051627
Hist1h2ac	rat symbol	MGI:2448306	H2ac4	H2A clustered histone 4	protein coding gene	13	+	23935109	23935581	ENSMUSG00000061615
Hist1h2ac	old symbol	MGI:2448287	H2ac6	H2A clustered histone 6	protein coding gene	13	-	23867456	23867942	ENSMUSG00000069270
Hist1h2ac	rat symbol	MGI:2448289	H2ac7	H2A clustered histone 7	protein coding gene	13	+	23758555	23759089	ENSMUSG00000071478
Hist1h2ac	rat symbol	MGI:2448290	H2ac8	H2A clustered histone 8	protein coding gene	13	-	23754837	23755394	ENSMUSG00000069272
Hist1h2ac	rat symbol	MGI:2448293	H2ac11	H2A clustered histone 11	protein coding gene	13	-	22226648	22227119	ENSMUSG00000069301
Hist1h2ac	rat symbol	MGI:2448457	H2ac13	H2A clustered histone 13	protein coding gene	13	+	21900592	21900984	ENSMUSG00000071516
Hist1h2ac	rat symbol	MGI:2448300	H2ac22	H2A clustered histone 22	protein coding gene	13	-	21970996	21971388	ENSMUSG00000069309
Hist1h2ac	human synonym	MGI:2448302	H2ac23	H2A clustered histone 23	protein coding gene	13	+	21994635	21995114	ENSMUSG00000094248
Hist1h2ac	rat symbol	MGI:3710573	H2ac24	H2A clustered histone 24	protein coding gene	13	-	22017194	22017645	ENSMUSG00000094777
Hist1h2bc	old symbol	MGI:1915274	H2bc4	H2B clustered histone 4	protein coding gene	13	+	23868182	23876805	ENSMUSG00000018102
Hist1h2bc	human synonym	MGI:2448380	H2bc6	H2B clustered histone 6	protein coding gene	13	-	23767653	23805091	ENSMUSG00000047246
Hist1h2bc	human synonym	MGI:2448386	H2bc8	H2B clustered histone 8	protein coding gene	13	+	23755574	23756037	ENSMUSG00000058385
Hist1h2bc	rat synonym	MGI:2448399	H2bc12	H2B clustered histone 12	protein coding gene	13	+	22220040	22220515	ENSMUSG00000062727
Hist1h2bc	human synonym	MGI:2448404	H2bc14	H2B clustered histone 14	protein coding gene	13	+	21906214	21906696	ENSMUSG00000114279
Hist1h2bc	human synonym	MGI:1925553	H2bc27	H2B clustered histone 27	protein coding gene	11	+	58839737	58840198	ENSMUSG00000056895
Hist1h1t	old symbol	MGI:1888530	H1f6	H1.6 linker histone, cluster member	protein coding gene	13	+	23879794	23880528	ENSMUSG00000036211
Hist1h4c	old symbol	MGI:2448421	H4c3	H4 clustered histone 3	protein coding gene	13	-	23882067	23882441	ENSMUSG00000060678
Hist1h4c	human synonym	MGI:2140113	H4c14	H4 clustered histone 14	protein coding gene	3	-	96170250	96170633	ENSMUSG00000091405
Hist1h1c	old symbol	MGI:1931526	H1f2	H1.2 linker histone, cluster member	protein coding gene	13	+	23922790	23923514	ENSMUSG00000036181
Hist1h1c	rat synonym	MGI:1931527	H1f4	H1.4 linker histone, cluster member	protein coding gene	13	-	23805760	23806541	ENSMUSG00000051627
Hist1h3c	human synonym	MGI:2668828	H3c1	H3 clustered histone 1	protein coding gene	13	-	23945868	23946369	ENSMUSG00000069265
Hist1h3c	old symbol	MGI:2448320	H3c3	H3 clustered histone 3	protein coding gene	13	-	23929025	23929504	ENSMUSG00000069310
Hist1h3c	human synonym	MGI:2145541	H3c8	H3 clustered histone 8	protein coding gene	13	+	23719588	23720079	ENSMUSG00000099517
Hist1h3c	human synonym	MGI:2448349	H3c10	H3 clustered histone 10	protein coding gene	13	+	21901829	21902239	ENSMUSG00000101355
Hist1h3c	human synonym	MGI:2448350	H3c11	H3 clustered histone 11	protein coding gene	13	-	21967130	21967540	ENSMUSG00000101972
Hist1h3c	human synonym	MGI:2448355	H3c14	H3 clustered histone 14	protein coding gene	3	+	96154001	96154664	ENSMUSG00000093769
Hist1h2bb	old symbol	MGI:2448377	H2bc3	H2B clustered histone 3	protein coding gene	13	+	23930717	23931206	ENSMUSG00000075031
Hist1h2ab	old symbol	MGI:2448306	H2ac4	H2A clustered histone 4	protein coding gene	13	+	23935109	23935581	ENSMUSG00000061615
Hist1h2ab	human synonym	MGI:2448287	H2ac6	H2A clustered histone 6	protein coding gene	13	-	23867456	23867942	ENSMUSG00000069270
Hist1h2ab	human synonym	MGI:2448289	H2ac7	H2A clustered histone 7	protein coding gene	13	+	23758555	23759089	ENSMUSG00000071478
Hist1h2ab	human synonym	MGI:2448290	H2ac8	H2A clustered histone 8	protein coding gene	13	-	23754837	23755394	ENSMUSG00000069272
Hist1h2ab	human synonym	MGI:2448293	H2ac11	H2A clustered histone 11	protein coding gene	13	-	22226648	22227119	ENSMUSG00000069301
Hist1h2ab	human synonym	MGI:2448300	H2ac22	H2A clustered histone 22	protein coding gene	13	-	21970996	21971388	ENSMUSG00000069309
Hist1h2ab	human synonym	MGI:2448302	H2ac23	H2A clustered histone 23	protein coding gene	13	+	21994635	21995114	ENSMUSG00000094248
Hist1h2ab	human synonym	MGI:3710573	H2ac24	H2A clustered histone 24	protein coding gene	13	-	22017194	22017645	ENSMUSG00000094777
Hist1h3b	human synonym	MGI:2668828	H3c1	H3 clustered histone 1	protein coding gene	13	-	23945868	23946369	ENSMUSG00000069265
Hist1h3b	old symbol	MGI:2448319	H3c2	H3 clustered histone 2	protein coding gene	13	+	23936328	23936823	ENSMUSG00000069267
Hist1h3b	human synonym	MGI:2145541	H3c8	H3 clustered histone 8	protein coding gene	13	+	23719588	23720079	ENSMUSG00000099517
Hist1h3b	human synonym	MGI:2448349	H3c10	H3 clustered histone 10	protein coding gene	13	+	21901829	21902239	ENSMUSG00000101355
Hist1h3b	human synonym	MGI:2448350	H3c11	H3 clustered histone 11	protein coding gene	13	-	21967130	21967540	ENSMUSG00000101972
Hist1h3b	human synonym	MGI:2448351	H3c13	H3 clustered histone 13	protein coding gene	3	+	96175970	96176457	ENSMUSG00000074403
Hist1h4b	rat synonym	MGI:2448419	H4c1	H4 clustered histone 1	protein coding gene	13	-	23944778	23945232	ENSMUSG00000060093
Hist1h4b	old symbol	MGI:2448420	H4c2	H4 clustered histone 2	protein coding gene	13	+	23940996	23941392	ENSMUSG00000069266
Hist1h4b	rat synonym	MGI:2448421	H4c3	H4 clustered histone 3	protein coding gene	13	-	23882067	23882441	ENSMUSG00000060678
Hist1h4b	rat synonym	MGI:2448423	H4c4	H4 clustered histone 4	protein coding gene	13	+	23765551	23765952	ENSMUSG00000061482
Hist1h4b	rat synonym	MGI:2448425	H4c6	H4 clustered histone 6	protein coding gene	13	-	23735460	23735842	ENSMUSG00000069274
Hist1h4b	rat synonym	MGI:2448427	H4c8	H4 clustered histone 8	protein coding gene	13	+	23715214	23715648	ENSMUSG00000060981
Hist1h4b	rat synonym	MGI:2448432	H4c9	H4 clustered histone 9	protein coding gene	13	-	22225130	22225532	ENSMUSG00000060639
Hist1h4b	rat synonym	MGI:2448436	H4c11	H4 clustered histone 11	protein coding gene	13	+	21919204	21919626	ENSMUSG00000067455
Hist1h4b	rat synonym	MGI:2448439	H4c12	H4 clustered histone 12	protein coding gene	13	-	21934364	21934675	ENSMUSG00000064288
Hist1h4b	rat synonym	MGI:2140113	H4c14	H4 clustered histone 14	protein coding gene	3	-	96170250	96170633	ENSMUSG00000091405
Hist1h4b	human synonym	MGI:2448443	H4c16	H4 histone 16	protein coding gene	6	-	136780991	136781429	ENSMUSG00000096010
Hist1h4b	rat synonym	MGI:2448441	H4c17	H4 clustered histone 17	protein coding gene	13	+	21995916	21996317	ENSMUSG00000069306
Hist1h4b	rat synonym	MGI:4843992	H4c18	H4 clustered histone 18	protein coding gene	13	-	22015962	22016367	ENSMUSG00000069305
Hist1h4a	old symbol	MGI:2448419	H4c1	H4 clustered histone 1	protein coding gene	13	-	23944778	23945232	ENSMUSG00000060093
Hist1h4a	human synonym	MGI:2448423	H4c4	H4 clustered histone 4	protein coding gene	13	+	23765551	23765952	ENSMUSG00000061482
Hist1h3a	old symbol	MGI:2668828	H3c1	H3 clustered histone 1	protein coding gene	13	-	23945868	23946369	ENSMUSG00000069265
Hist1h3a	human synonym	MGI:2448322	H3c4	H3 clustered histone 4	protein coding gene	13	+	23759937	23760440	ENSMUSG00000099583
Hist1h3a	human synonym	MGI:2145541	H3c8	H3 clustered histone 8	protein coding gene	13	+	23719588	23720079	ENSMUSG00000099517
Hist1h3a	human synonym	MGI:2448349	H3c10	H3 clustered histone 10	protein coding gene	13	+	21901829	21902239	ENSMUSG00000101355
Hist1h3a	human synonym	MGI:2448350	H3c11	H3 clustered histone 11	protein coding gene	13	-	21967130	21967540	ENSMUSG00000101972
Hist1h1a	old symbol	MGI:1931523	H1f1	H1.1 linker histone, cluster member	protein coding gene	13	+	23947649	23948389	ENSMUSG00000049539
Hist1h2ba	old symbol	MGI:2448375	H2bc1	H2B clustered histone 1	protein coding gene	13	-	24117756	24118139	ENSMUSG00000050799
Hist1h2aa	old symbol	MGI:2448285	H2ac1	H2A clustered histone 1	protein coding gene	13	+	24118445	24118834	ENSMUSG00000060081
Hist1h2aa	human synonym	MGI:2448297	H2ac15	H2A clustered histone 15	protein coding gene	13	-	21937605	21937997	ENSMUSG00000063021
Gm11361	old symbol	MGI:3649931	Rps18-ps5	ribosomal protein S18, pseudogene 5	pseudogene	13	+	28441598	28442121	ENSMUSG00000113061
A530084C06Rik	current symbol	MGI:3704402	A530084C06Rik	RIKEN cDNA A530084C06 gene	protein coding gene	13	-	31740117	31743316	ENSMUSG00000090863
4933417A18Rik	old symbol	MGI:1914011	Tex56	testis expressed 56	protein coding gene	13	+	35108392	35139858	ENSMUSG00000021415
Gm29459	old symbol	MGI:1917395	2210022D18Rik	RIKEN cDNA 2210022D18 gene	lncRNA gene	13	-	37633376	37635133	ENSMUSG00000100932
Gm17364	current symbol	MGI:4936998	Gm17364	predicted gene, 17364	protein coding gene	13				
Gm17617	current symbol	MGI:4937251	Gm17617	predicted gene, 17617	protein coding gene	13	-	55280775	55281361	ENSMUSG00000091768
H2afy	old symbol	MGI:1349392	Macroh2a1	macroH2A.1 histone	protein coding gene	13	-	56221435	56283439	ENSMUSG00000015937
Gm45623	old symbol	MGI:5791459	Smim32	small integral membrane protein 32	protein coding gene	13	-	56900184	56901640	ENSMUSG00000110086
Olfr465-ps1		No associated gene								
Olfr466	old symbol	MGI:3030300	Or9s18	olfactory receptor family 9 subfamily S member 18	protein coding gene	13	+	65300040	65300966	ENSMUSG00000049806
Gm10324	old symbol	MGI:3642406	Zfp997	zinc finger protein 997	protein coding gene	13	+	66261294	66270650	ENSMUSG00000095909
AC192334.1		No associated gene								
2410141K09Rik	old symbol	MGI:1924053	Zfp998	zinc finger protein 998	protein coding gene	13	-	66566173	66589179	ENSMUSG00000074832
1700001L19Rik	old symbol	MGI:1916565	Cfap90	cilia and flagella associated protein 90	protein coding gene	13	+	68745558	68762350	ENSMUSG00000021534
Ttc37	old symbol	MGI:2679923	Skic3	SKI3 subunit of superkiller complex	protein coding gene	13	+	76246853	76338435	ENSMUSG00000033991
Gm26803	current symbol	MGI:5477297	Gm26803	predicted gene, 26803	lncRNA gene	13	-	83741109	83869774	
AC171003.1		No associated gene								
AC163685.1		No associated gene								
Gm20075	old symbol	MGI:5012260	Btf3l4b	basic transcription factor 3 like 4B	protein coding gene	13	-	96215741	96217883	ENSMUSG00000114133
Gm17622	current symbol	MGI:4937256	Gm17622	predicted gene, 17622	protein coding gene	13	+	96627241	96627628	ENSMUSG00000091109
Col4a3bp	old symbol	MGI:1915268	Cert1	ceramide transporter 1	protein coding gene	13	+	96679126	96776675	ENSMUSG00000021669
Gm26619	old symbol	MGI:5477113	Rps18-ps4	ribosomal protein S18, pseudogene 4	pseudogene	13	+	97887620	97897471	ENSMUSG00000097346
Gm10260	old symbol	MGI:3642298	Rps18-ps6	ribosomal protein S18, pseudogene 6	pseudogene	13	-	97896595	97897117	ENSMUSG00000069117
1700024P04Rik	old symbol	MGI:1916632	H2bl1	H2B.L histone variant 1	protein coding gene	13	-	99120598	99121073	ENSMUSG00000045022
4933425L06Rik	old symbol	MGI:1914013	Nt5el	5' nucleotidase, ecto-like	protein coding gene	13	+	105218630	105258290	ENSMUSG00000021718
Gm10198	current symbol	MGI:3642607	Gm10198	predicted gene 10198	protein coding gene	13	+	111729319	111729390	ENSMUSG00000067122
BC067074	old symbol	MGI:3040697	Cspg4b	chondroitin sulfate proteoglycan 4B	protein coding gene	13	+	113429570	113507049	ENSMUSG00000021763
BC067074	Genbank	MGI:3040697	Cspg4b	chondroitin sulfate proteoglycan 4B	protein coding gene	13	+	113429570	113507049	ENSMUSG00000021763
Nnt.1		No associated gene								
Gm3591	old symbol	MGI:3781768	Lamtor3-ps	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3, pseudogene	protein coding gene	14	+	16057291	16063946	ENSMUSG00000096904
Gm3460	old symbol	MGI:3781805	Gm3629	predicted gene 3629	protein coding gene	14	+	15785603	15831353	ENSMUSG00000094590
