Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End
Gm48371	current symbol	MGI:6097844	Gm48371	predicted gene, 48371	lncRNA gene	14	+	13000218	13026398
Fhit	current symbol	MGI:1277947	Fhit	fragile histidine triad gene	protein coding gene	14	+	11307738	12919681
Gm48439	current symbol	MGI:6097946	Gm48439	predicted gene, 48439	lncRNA gene	14	-	12283722	12291153
Fhitos	current symbol	MGI:4414962	Fhitos	fragile histidine triad gene, opposite strand	antisense lncRNA gene	14	-	11690772	11731220
Gm3839		No associated gene							
Gm48594	current symbol	MGI:6098168	Gm48594	predicted gene, 48594	lncRNA gene	14	-	10966781	11009414
Gm48595	current symbol	MGI:6098170	Gm48595	predicted gene, 48595	lncRNA gene	14	+	10949003	10959238
Ptprg	current symbol	MGI:97814	Ptprg	protein tyrosine phosphatase receptor type G	protein coding gene	14	-	10227722	10916220
Gm3848	current symbol	MGI:3782020	Gm3848	predicted gene 3848	protein coding gene	14			
3830406C13Rik		No associated gene							
D030051J21Rik	current symbol	MGI:2685588	D030051J21Rik	RIKEN cDNA D030051J21 gene	lncRNA gene	14	-	10145290	10148384
Fezf2	current symbol	MGI:1859823	Fezf2	Fez family zinc finger 2	protein coding gene	14	+	10121574	10127669
Cadps	current symbol	MGI:1350922	Cadps	Ca2+-dependent secretion activator	protein coding gene	14	+	9646684	10097200
Gm48239	current symbol	MGI:6097649	Gm48239	predicted gene, 48239	lncRNA gene	14	-	10085034	10095178
Gm48526	current symbol	MGI:6098064	Gm48526	predicted gene, 48526	lncRNA gene	14	-	9433998	9439393
Gm5087	current symbol	MGI:3643653	Gm5087	predicted gene 5087	lncRNA gene	14	+	9185125	9312375
Synpr	current symbol	MGI:1919253	Synpr	synaptoporin	protein coding gene	14	-	8854294	9184983
Sntn	current symbol	MGI:3045373	Sntn	sentan, cilia apical structure protein	protein coding gene	14	-	8786615	8798887
Gm281		No associated gene							
Gm11100	current symbol	MGI:3779338	Gm11100	predicted gene 11100	protein coding gene	14	-	8520194	8551319
Thoc7	current symbol	MGI:1913481	Thoc7	THO complex 7	protein coding gene	14	+	8507911	8520751
Atxn7	current symbol	MGI:2179277	Atxn7	ataxin 7	protein coding gene	14	-	8362461	8508323
Psmd6	current symbol	MGI:1913663	Psmd6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	protein coding gene	14	+	8348818	8357578
Olfr720		No associated gene							
Gm48857	current symbol	MGI:6098597	Gm48857	predicted gene, 48857	lncRNA gene	14	+	8175087	8177358
Olfr31		No associated gene							
Gm48860	current symbol	MGI:6098601	Gm48860	predicted gene, 48860	lncRNA gene	14	+	8122499	8141759
Il3ra	current symbol	MGI:96553	Il3ra	interleukin 3 receptor, alpha chain	protein coding gene	14	-	8114270	8123851
Olfr721-ps1		No associated gene							
Slc4a7	current symbol	MGI:2443878	Slc4a7	solute carrier family 4, sodium bicarbonate cotransporter, member 7	protein coding gene	14	-	7669819	7766808
Nek10	current symbol	MGI:2685128	Nek10	NIMA (never in mitosis gene a)- related kinase 10	protein coding gene	14	-	7457704	7666183
Gm31517	current symbol	MGI:5590676	Gm31517	predicted gene, 31517	lncRNA gene	14	+	7404556	7416442
4921522A10Rik	current symbol	MGI:1918119	4921522A10Rik	RIKEN cDNA 4921522A10 gene	lncRNA gene	14	+	7359430	7365639
Gm47758	current symbol	MGI:6096907	Gm47758	predicted gene, 47758	lncRNA gene	14	+	7312550	7314872
Gm31577	current symbol	MGI:5590736	Gm31577	predicted gene, 31577	lncRNA gene	14	+	7147880	7159657
Lrrc3b	current symbol	MGI:2384996	Lrrc3b	leucine rich repeat containing 3B	protein coding gene	14	+	7030776	7112248
B230110C06Rik	current symbol	MGI:1925231	B230110C06Rik	RIKEN cDNA B230110C06 gene	lncRNA gene	14	-	7017318	7032140
Gm47782	current symbol	MGI:6096947	Gm47782	predicted gene, 47782	lncRNA gene	14	+	6558448	6771807
Gm31804	current symbol	MGI:5590963	Gm31804	predicted gene, 31804	lncRNA gene	14	-	6677962	6694659
Gm47780	current symbol	MGI:6096943	Gm47780	predicted gene, 47780	lncRNA gene	14	-	6590304	6593135
1700062C10Rik	current symbol	MGI:1920690	1700062C10Rik	RIKEN cDNA 1700062C10 gene	lncRNA gene	14	+	6432714	6468959
Oxsm	current symbol	MGI:1918397	Oxsm	3-oxoacyl-ACP synthase, mitochondrial	protein coding gene	14	+	6219955	6231111
Gm47794	current symbol	MGI:6096966	Gm47794	predicted gene, 47794	lncRNA gene	14	-	6224672	6226412
Ngly1	current symbol	MGI:1913276	Ngly1	N-glycanase 1	protein coding gene	14	-	6157837	6220449
5430414B19Rik	current symbol	MGI:1921096	5430414B19Rik	RIKEN cDNA 5430414B19 gene	lncRNA gene	14	-	6197925	6198674
Gm47798	current symbol	MGI:6096974	Gm47798	predicted gene, 47798	lncRNA gene	14	-	6161997	6165811
Gm48163	current symbol	MGI:6097535	Gm48163	predicted gene, 48163	lncRNA gene	14	+	6103495	6132917
Top2b	current symbol	MGI:98791	Top2b	topoisomerase (DNA) II beta	protein coding gene	14	-	6038976	6104557
Rarb	current symbol	MGI:97857	Rarb	retinoic acid receptor, beta	protein coding gene	14	+	5650540	6038924
Gm48162	current symbol	MGI:6097533	Gm48162	predicted gene, 48162	lncRNA gene	14	-	5889304	5894162
Thrb	current symbol	MGI:98743	Thrb	thyroid hormone receptor beta	protein coding gene	14	-	4431611	4809435
Gm48321	current symbol	MGI:6097774	Gm48321	predicted gene, 48321	lncRNA gene	14	+	4447787	4538558
Nr1d2	current symbol	MGI:2449205	Nr1d2	nuclear receptor subfamily 1, group D, member 2	protein coding gene	14	+	4230569	4265642
Rpl15	current symbol	MGI:1913730	Rpl15	ribosomal protein L15	protein coding gene	14	+	4198710	4201873
Nkiras1	current symbol	MGI:1916971	Nkiras1	NFKB inhibitor interacting Ras-like protein 1	protein coding gene	14	-	4185693	4198560
Ube2e1	current symbol	MGI:107411	Ube2e1	ubiquitin-conjugating enzyme E2E 1	protein coding gene	14	+	4137852	4186967
Ube2e2	current symbol	MGI:2384997	Ube2e2	ubiquitin-conjugating enzyme E2E 2	protein coding gene	14	+	3575429	3896121
Gm48099	current symbol	MGI:6097447	Gm48099	predicted gene, 48099	lncRNA gene	14	-	3186883	3198431
Gm21738	current symbol	MGI:5433902	Gm21738	predicted gene, 21738	protein coding gene	14			
Gm48105	current symbol	MGI:6097456	Gm48105	predicted gene, 48105	lncRNA gene	14	+	19554786	19579262
Gm2244	current symbol	MGI:3780414	Gm2244	predicted gene 2244	protein coding gene	14	-	19583768	19600026
Gm2237	current symbol	MGI:3780407	Gm2237	predicted gene 2237	protein coding gene	14	-	19613868	19635203
Gm5458	current symbol	MGI:3646663	Gm5458	predicted gene 5458	protein coding gene	14	-	19644207	19652649
Gm41102	current symbol	MGI:5623987	Gm41102	predicted gene, 41102	lncRNA gene	14	-	19662524	19668003
4930469B13Rik	current symbol	MGI:1925259	4930469B13Rik	RIKEN cDNA 4930469B13 gene	lncRNA gene	14	+	19665198	19678700
Nid2	current symbol	MGI:1298229	Nid2	nidogen 2	protein coding gene	14	+	19801333	19861855
Rtraf	current symbol	MGI:1915295	Rtraf	RNA transcription, translation and transport factor	protein coding gene	14	-	19861470	19873891
D14Ertd670e	current symbol	MGI:1277153	D14Ertd670e	DNA segment, Chr 14, ERATO Doi 670, expressed	lncRNA gene	14	+	19888993	19894745
Gm48283	current symbol	MGI:6097716	Gm48283	predicted gene, 48283	lncRNA gene	14	+	19917048	19923523
Gng2	current symbol	MGI:102705	Gng2	guanine nucleotide binding protein (G protein), gamma 2	protein coding gene	14	-	19922627	20027695
Saysd1	current symbol	MGI:1914759	Saysd1	SAYSVFN motif domain containing 1	protein coding gene	14	-	20125704	20133240
Kcnk5	current symbol	MGI:1336175	Kcnk5	potassium channel, subfamily K, member 5	protein coding gene	14	-	20190125	20231850
Gm48395	current symbol	MGI:6097879	Gm48395	predicted gene, 48395	lncRNA gene	14	+	20265570	20271493
Kcnk16	current symbol	MGI:1921821	Kcnk16	potassium channel, subfamily K, member 16	protein coding gene	14	-	20311444	20319267
Nudt13	current symbol	MGI:1914975	Nudt13	nudix hydrolase 13	protein coding gene	14	+	20344765	20367646
Ecd	current symbol	MGI:1917851	Ecd	ecdysoneless cell cycle regulator	protein coding gene	14	-	20369927	20398189
Fam149b	current symbol	MGI:2145567	Fam149b	family with sequence similarity 149, member B	protein coding gene	14	+	20398230	20433559
Gm30054	current symbol	MGI:5589213	Gm30054	predicted gene, 30054	lncRNA gene	14	-	20414317	20419383
Dnajc9	current symbol	MGI:1915326	Dnajc9	DnaJ heat shock protein family (Hsp40) member C9	protein coding gene	14	-	20434706	20438978
Mrps16	current symbol	MGI:1913492	Mrps16	mitochondrial ribosomal protein S16	protein coding gene	14	-	20441290	20443702
Cfap70	current symbol	MGI:1923920	Cfap70	cilia and flagella associated protein 70	protein coding gene	14	-	20444261	20502294
7330404K18Rik	current symbol	MGI:1925395	7330404K18Rik	RIKEN cDNA 7330404K18 gene	lncRNA gene	14	+	20448427	20448998
Anxa7	current symbol	MGI:88031	Anxa7	annexin A7	protein coding gene	14	-	20505328	20530201
Mss51	current symbol	MGI:1922093	Mss51	MSS51 mitochondrial translational activator	protein coding gene	14	-	20532935	20546969
Ppp3cb	current symbol	MGI:107163	Ppp3cb	protein phosphatase 3, catalytic subunit, beta isoform	protein coding gene	14	-	20549432	20596641
1810062O18Rik	current symbol	MGI:1922852	1810062O18Rik	RIKEN cDNA 1810062O18 gene	lncRNA gene	14	+	20596361	20620748
Usp54	current symbol	MGI:1926037	Usp54	ubiquitin specific peptidase 54	protein coding gene	14	-	20598980	20691131
2810402E24Rik	current symbol	MGI:1913715	2810402E24Rik	RIKEN cDNA 2810402E24 gene	lncRNA gene	14	+	20691068	20694116
Myoz1	current symbol	MGI:1929471	Myoz1	myozenin 1	protein coding gene	14	-	20699175	20706608
Synpo2l	current symbol	MGI:1916010	Synpo2l	synaptopodin 2-like	protein coding gene	14	-	20709014	20718422
Sec24c	current symbol	MGI:1919746	Sec24c	SEC24 homolog C, COPII coat complex component	protein coding gene	14	+	20724376	20744920
6230400D17Rik	current symbol	MGI:1923383	6230400D17Rik	RIKEN cDNA 6230400D17 gene	lncRNA gene	14	-	20752080	20753167
Fut11	current symbol	MGI:1920318	Fut11	fucosyltransferase 11	protein coding gene	14	+	20745036	20750265
Chchd1	current symbol	MGI:1913371	Chchd1	coiled-coil-helix-coiled-coil-helix domain containing 1	protein coding gene	14	+	20753095	20754493
Zswim8	current symbol	MGI:1919156	Zswim8	zinc finger SWIM-type containing 8	protein coding gene	14	+	20757620	20773687
Ndst2	current symbol	MGI:97040	Ndst2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	protein coding gene	14	-	20773798	20784630
Camk2g	current symbol	MGI:88259	Camk2g	calcium/calmodulin-dependent protein kinase II gamma	protein coding gene	14	-	20784943	20844156
Gm30108	current symbol	MGI:5589267	Gm30108	predicted gene, 30108	lncRNA gene	14	+	20844307	20846622
Plau	current symbol	MGI:97611	Plau	plasminogen activator, urokinase	protein coding gene	14	+	20886728	20893453
Vcl	current symbol	MGI:98927	Vcl	vinculin	protein coding gene	14	+	20979466	21083744
Ap3m1	current symbol	MGI:1929212	Ap3m1	adaptor-related protein complex 3, mu 1 subunit	protein coding gene	14	-	21083810	21102603
Adk	current symbol	MGI:87930	Adk	adenosine kinase	protein coding gene	14	+	21102642	21498637
Gm30363	current symbol	MGI:5589522	Gm30363	predicted gene, 30363	lncRNA gene	14	-	21500017	21523428
Kat6b	current symbol	MGI:1858746	Kat6b	K(lysine) acetyltransferase 6B	protein coding gene	14	+	21549284	21722546
Dupd1		No associated gene							
Dusp13		No associated gene							
Gm15935	current symbol	MGI:3801894	Gm15935	predicted gene 15935	lncRNA gene	14	+	21795000	21796705
Samd8	current symbol	MGI:1914880	Samd8	sterile alpha motif domain containing 8	protein coding gene	14	+	21800599	21848794
Vdac2	current symbol	MGI:106915	Vdac2	voltage-dependent anion channel 2	protein coding gene	14	+	21881629	21895947
Comtd1	current symbol	MGI:1916406	Comtd1	catechol-O-methyltransferase domain containing 1	protein coding gene	14	-	21895929	21898978
A430057M04Rik	current symbol	MGI:2442125	A430057M04Rik	RIKEN cDNA A430057M04 gene	protein coding gene	14	+	21897646	21906994
4931407E12Rik	current symbol	MGI:1918242	4931407E12Rik	RIKEN cDNA 4931407E12 gene	lncRNA gene	14	-	21918698	21939834
Zfp503	current symbol	MGI:1353644	Zfp503	zinc finger protein 503	protein coding gene	14	-	22034030	22039669
Lrmda	current symbol	MGI:1923883	Lrmda	leucine rich melanocyte differentiation associated	protein coding gene	14	+	22069780	23106153
Gm7480	current symbol	MGI:3648577	Gm7480	predicted gene 7480	lncRNA gene	14	-	22082154	22086171
4930405A10Rik	current symbol	MGI:1921060	4930405A10Rik	RIKEN cDNA 4930405A10 gene	lncRNA gene	14	-	22557242	22592866
Gm47601	current symbol	MGI:6096654	Gm47601	predicted gene, 47601	lncRNA gene	14	+	22977994	22983568
Gm10248	current symbol	MGI:3641931	Gm10248	predicted gene 10248	lncRNA gene	14	-	23088262	23144639
Kcnma1	current symbol	MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	protein coding gene	14	-	23342356	24055173
Gm29626	current symbol	MGI:5580332	Gm29626	predicted gene 29626	lncRNA gene	14	+	23610316	23614657
4930519K11Rik	current symbol	MGI:1925269	4930519K11Rik	RIKEN cDNA 4930519K11 gene	lncRNA gene	14	+	24055059	24055905
Gm31392	current symbol	MGI:5590551	Gm31392	predicted gene, 31392	lncRNA gene	14	-	24094704	24123835
AC163638.2		No associated gene							
Dlg5	current symbol	MGI:1918478	Dlg5	discs large MAGUK scaffold protein 5	protein coding gene	14	-	24184021	24295988
Gm17105	current symbol	MGI:4937932	Gm17105	predicted gene 17105	lncRNA gene	14	-	24288240	24293459
E330034G19Rik	current symbol	MGI:2145557	E330034G19Rik	RIKEN cDNA E330034G19 gene	protein coding gene	14	+	24344762	24348165
Gm47774	current symbol	MGI:6096933	Gm47774	predicted gene, 47774	lncRNA gene	14	-	24425721	24427320
Gm47814	current symbol	MGI:6096999	Gm47814	predicted gene, 47814	lncRNA gene	14	-	24489055	24496471
Polr3a	current symbol	MGI:2681836	Polr3a	polymerase (RNA) III (DNA directed) polypeptide A	protein coding gene	14	-	24498764	24537126
Rps24	current symbol	MGI:98147	Rps24	ribosomal protein S24	protein coding gene	14	+	24540746	24547028
4930542C16Rik	current symbol	MGI:1922413	4930542C16Rik	RIKEN cDNA 4930542C16 gene	lncRNA gene	14	-	24647334	24667535
4930428N03Rik	current symbol	MGI:1921121	4930428N03Rik	RIKEN cDNA 4930428N03 gene	lncRNA gene	14	+	24667625	24788944
Gm47906	current symbol	MGI:6097148	Gm47906	predicted gene, 47906	lncRNA gene	14	+	24834059	24835513
Gm10398	current symbol	MGI:3642254	Gm10398	predicted gene 10398	lncRNA gene	14	+	24909838	24913864
Gm38408	current symbol	MGI:5621293	Gm38408	predicted gene, 38408	lncRNA gene	14	-	25067328	25074868
Gm32123	current symbol	MGI:5591282	Gm32123	predicted gene, 32123	lncRNA gene	14	+	25109808	25113350
Gm32224	current symbol	MGI:5591383	Gm32224	predicted gene, 32224	lncRNA gene	14	+	25128212	25136276
4930572O13Rik	current symbol	MGI:1923112	4930572O13Rik	RIKEN cDNA 4930572O13 gene	lncRNA gene	14	-	25140219	25143665
Zmiz1os1	current symbol	MGI:3041228	Zmiz1os1	Zmiz1 opposite strand 1	antisense lncRNA gene	14	-	25255438	25406975
Gm26660	current symbol	MGI:5477154	Gm26660	predicted gene, 26660	lncRNA gene	14	-	25316297	25380033
Gm17747	current symbol	MGI:5009825	Gm17747	predicted gene, 17747	lncRNA gene	14	+	25442065	25453653
Zmiz1	current symbol	MGI:3040693	Zmiz1	zinc finger, MIZ-type containing 1	protein coding gene	14	+	25459609	25667167
Gm47920	current symbol	MGI:6097174	Gm47920	predicted gene, 47920	lncRNA gene	14	+	25460404	25462811
Gm47921	current symbol	MGI:6097176	Gm47921	predicted gene, 47921	lncRNA gene	14	+	25480478	25481529
Ppif	current symbol	MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	protein coding gene	14	+	25694578	25700892
Ppifos	current symbol	MGI:1915423	Ppifos	peptidylprolyl isomerase F, opposite strand	antisense lncRNA gene	14	-	25697398	25701706
Zcchc24	current symbol	MGI:1919168	Zcchc24	zinc finger, CCHC domain containing 24	protein coding gene	14	-	25712066	25769463
Anxa11	current symbol	MGI:108481	Anxa11	annexin A11	protein coding gene	14	+	25842580	25887228
Anxa11os	current symbol	MGI:3642737	Anxa11os	annexin A11, opposite strand	antisense lncRNA gene	14	-	25857201	25870690
Plac9a		No associated gene							
Tmem254a		No associated gene							
Cphx1	current symbol	MGI:2145733	Cphx1	cytoplasmic polyadenylated homeobox 1	protein coding gene	14	+	25941983	25956798
Duxbl1	current symbol	MGI:1916048	Duxbl1	double homeobox B-like 1	protein coding gene	14	+	25979001	25990512
Gm9780		No associated gene							
Tmem254c		No associated gene							
Cphx2		No associated gene							
Cphx3		No associated gene							
Duxbl2	current symbol	MGI:3710620	Duxbl2	double homeobox B-like 2	protein coding gene	14			
Plac9b		No associated gene							
Tmem254b		No associated gene							
Duxbl3	current symbol	MGI:3710520	Duxbl3	double homeobox B-like 3	protein coding gene	14			
Gm34059	current symbol	MGI:5593218	Gm34059	predicted gene, 34059	lncRNA gene	14	-	26036343	26045831
4933413J09Rik	current symbol	MGI:1918356	4933413J09Rik	RIKEN cDNA 4933413J09 gene	lncRNA gene	14	+	26078702	26121611
Slmapos2	current symbol	MGI:3801907	Slmapos2	sarcolemma associated protein, opposite strand transcript 2	lncRNA gene	14	+	26110354	26116676
Slmap	current symbol	MGI:1933549	Slmap	sarcolemma associated protein	protein coding gene	14	-	26134323	26256086
Dennd6a	current symbol	MGI:2442980	Dennd6a	DENN domain containing 6A	protein coding gene	14	+	26295013	26355477
Arf4os	current symbol	MGI:3642411	Arf4os	ADP-ribosylation factor 4, opposite strand	antisense lncRNA gene	14	-	26349562	26359338
Arf4	current symbol	MGI:99433	Arf4	ADP-ribosylation factor 4	protein coding gene	14	+	26359289	26377997
Pde12	current symbol	MGI:2443226	Pde12	phosphodiesterase 12	protein coding gene	14	-	26385272	26391001
9930004E17Rik	current symbol	MGI:3603579	9930004E17Rik	RIKEN cDNA 9930004E17 gene	lncRNA gene	14	+	26391102	26391664
Dnah12	current symbol	MGI:107720	Dnah12	dynein, axonemal, heavy chain 12	protein coding gene	14	+	26414429	26613660
Asb14	current symbol	MGI:2655107	Asb14	ankyrin repeat and SOCS box-containing 14	protein coding gene	14	+	26616514	26637215
Appl1	current symbol	MGI:1920243	Appl1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	protein coding gene	14	-	26640943	26692567
Hesx1	current symbol	MGI:96071	Hesx1	homeobox gene expressed in ES cells	protein coding gene	14	+	26716375	26724286
Il17rd	current symbol	MGI:2159727	Il17rd	interleukin 17 receptor D	protein coding gene	14	+	26760921	26829243
Arhgef3	current symbol	MGI:1918954	Arhgef3	Rho guanine nucleotide exchange factor 3	protein coding gene	14	+	26836856	27125868
Tasor	current symbol	MGI:1921694	Tasor	transcription activation suppressor	protein coding gene	14	+	27150791	27205512
Ccdc66	current symbol	MGI:2443639	Ccdc66	coiled-coil domain containing 66	protein coding gene	14	-	27203047	27230417
Erc2	current symbol	MGI:1098749	Erc2	ELKS/RAB6-interacting/CAST family member 2	protein coding gene	14	+	27344385	28200494
Gm45645	current symbol	MGI:5791481	Gm45645	predicted gene 45645	lncRNA gene	14	-	27560122	27598174
Wnt5a	current symbol	MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	protein coding gene	14	+	28226707	28249405
Gm2670	current symbol	MGI:3780839	Gm2670	predicted gene 2670	lncRNA gene	14	-	28230031	28233349
Gm35164	current symbol	MGI:5594323	Gm35164	predicted gene, 35164	lncRNA gene	14	+	28371670	28420006
Gm35217	current symbol	MGI:5594376	Gm35217	predicted gene, 35217	lncRNA gene	14	-	28499384	28520378
Cacna2d3	current symbol	MGI:1338890	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3	protein coding gene	14	-	28626900	29443821
Lrtm1	current symbol	MGI:2442106	Lrtm1	leucine-rich repeats and transmembrane domains 1	protein coding gene	14	+	28740165	28755599
Gm48004	current symbol	MGI:6097306	Gm48004	predicted gene, 48004	lncRNA gene	14	+	28803259	28805762
Gm48006	current symbol	MGI:6097309	Gm48006	predicted gene, 48006	lncRNA gene	14	+	28957184	28979478
Gm48003	current symbol	MGI:6097304	Gm48003	predicted gene, 48003	lncRNA gene	14	+	29296654	29315261
Gm48058	current symbol	MGI:6097381	Gm48058	predicted gene, 48058	lncRNA gene	14	-	29454323	29455352
Gm41118	current symbol	MGI:5624003	Gm41118	predicted gene, 41118	lncRNA gene	14	+	29457301	29467582
Gm35281	current symbol	MGI:5594440	Gm35281	predicted gene, 35281	lncRNA gene	14	-	29508794	29518931
Gm47414	current symbol	MGI:6096350	Gm47414	predicted gene, 47414	lncRNA gene	14	-	29680028	29683338
Selenok	current symbol	MGI:1931466	Selenok	selenoprotein K	protein coding gene	14	+	29690337	29697031
Actr8	current symbol	MGI:1860775	Actr8	ARP8 actin-related protein 8	protein coding gene	14	+	29700294	29717409
Il17rb	current symbol	MGI:1355292	Il17rb	interleukin 17 receptor B	protein coding gene	14	-	29718125	29730853
Chdh	current symbol	MGI:1860776	Chdh	choline dehydrogenase	protein coding gene	14	+	29730957	29762423
Cacna1d	current symbol	MGI:88293	Cacna1d	calcium channel, voltage-dependent, L type, alpha 1D subunit	protein coding gene	14	-	29761898	30213113
CT009536.1		No associated gene							
Dcp1a	current symbol	MGI:1923151	Dcp1a	decapping mRNA 1A	protein coding gene	14	+	30201492	30249020
Tkt	current symbol	MGI:105992	Tkt	transketolase	protein coding gene	14	+	30271088	30296681
Prkcd	current symbol	MGI:97598	Prkcd	protein kinase C, delta	protein coding gene	14	-	30317311	30348167
Gm7644	current symbol	MGI:3646878	Gm7644	predicted gene 7644	lncRNA gene	14	+	30357414	30376034
Rft1	current symbol	MGI:3607791	Rft1	RFT1 homolog	protein coding gene	14	+	30376317	30413274
Sfmbt1	current symbol	MGI:1859609	Sfmbt1	Scm-like with four mbt domains 1	protein coding gene	14	+	30436806	30544678
1700087M22Rik	current symbol	MGI:1925717	1700087M22Rik	RIKEN cDNA 1700087M22 gene	lncRNA gene	14	-	30492638	30499961
Stimate	current symbol	MGI:1921500	Stimate	STIM activating enhancer	protein coding gene	14	+	30547547	30599167
Mustn1	current symbol	MGI:1913425	Mustn1	musculoskeletal, embryonic nuclear protein 1	protein coding gene	14	+	30601214	30603567
Itih4	current symbol	MGI:109536	Itih4	inter alpha-trypsin inhibitor, heavy chain 4	protein coding gene	14	+	30608433	30623943
Itih3	current symbol	MGI:96620	Itih3	inter-alpha trypsin inhibitor, heavy chain 3	protein coding gene	14	-	30630529	30645717
Itih1	current symbol	MGI:96618	Itih1	inter-alpha trypsin inhibitor, heavy chain 1	protein coding gene	14	-	30651137	30665246
Nek4	current symbol	MGI:1344404	Nek4	NIMA (never in mitosis gene a)-related expressed kinase 4	protein coding gene	14	+	30673334	30710778
Spcs1	current symbol	MGI:1916269	Spcs1	signal peptidase complex subunit 1 homolog (S. cerevisiae)	protein coding gene	14	-	30721783	30723623
Glt8d1	current symbol	MGI:1923735	Glt8d1	glycosyltransferase 8 domain containing 1	protein coding gene	14	+	30723357	30733948
Gnl3	current symbol	MGI:1353651	Gnl3	guanine nucleotide binding protein nucleolar 3	protein coding gene	14	-	30734390	30741088
Pbrm1	current symbol	MGI:1923998	Pbrm1	polybromo 1	protein coding gene	14	+	30741095	30843549
Smim4		No associated gene							
Nt5dc2	current symbol	MGI:1917271	Nt5dc2	5'-nucleotidase domain containing 2	protein coding gene	14	+	30853046	30861081
Stab1	current symbol	MGI:2178742	Stab1	stabilin 1	protein coding gene	14	-	30860970	30890598
Nisch	current symbol	MGI:1928323	Nisch	nischarin	protein coding gene	14	-	30892885	30928783
Tnnc1	current symbol	MGI:98779	Tnnc1	troponin C, cardiac/slow skeletal	protein coding gene	14	+	30930269	30933686
Sema3g	current symbol	MGI:3041242	Sema3g	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G	protein coding gene	14	+	30939830	30952309
Phf7	current symbol	MGI:1919088	Phf7	PHD finger protein 7	protein coding gene	14	-	30959646	30973274
Bap1	current symbol	MGI:1206586	Bap1	Brca1 associated protein 1	protein coding gene	14	+	30973407	30981901
Dnah1	current symbol	MGI:107721	Dnah1	dynein, axonemal, heavy chain 1	protein coding gene	14	-	30982332	31045853
Gm35823	current symbol	MGI:5594982	Gm35823	predicted gene, 35823	lncRNA gene	14	+	30989878	31042898
Gm49217	current symbol	MGI:6118672	Gm49217	predicted gene, 49217	lncRNA gene	14	+	31045912	31058033
Gm49791	current symbol	MGI:6215318	Gm49791	predicted gene, 49791	lncRNA gene	14	-	31047476	31047963
Capn7	current symbol	MGI:1338030	Capn7	calpain 7	protein coding gene	14	+	31058595	31093943
Sh3bp5	current symbol	MGI:1344391	Sh3bp5	SH3-domain binding protein 5 (BTK-associated)	protein coding gene	14	-	31094571	31158057
Mettl6	current symbol	MGI:1914261	Mettl6	methyltransferase 6, methylcytidine	protein coding gene	14	-	31195535	31216997
Eaf1	current symbol	MGI:1921677	Eaf1	ELL associated factor 1	protein coding gene	14	+	31217036	31231815
Colq	current symbol	MGI:1338761	Colq	collagen like tail subunit of asymmetric acetylcholinesterase	protein coding gene	14	-	31245039	31299820
Hacl1	current symbol	MGI:1929657	Hacl1	2-hydroxyacyl-CoA lyase 1	protein coding gene	14	-	31329183	31364201
Btd	current symbol	MGI:1347001	Btd	biotinidase	protein coding gene	14	+	31363014	31390154
Ankrd28	current symbol	MGI:2145661	Ankrd28	ankyrin repeat domain 28	protein coding gene	14	-	31420725	31552608
D830044D21Rik	current symbol	MGI:2444378	D830044D21Rik	RIKEN cDNA D830044D21 gene	lncRNA gene	14	+	31628485	31653675
4930425P05Rik	current symbol	MGI:1921132	4930425P05Rik	RIKEN cDNA 4930425P05 gene	lncRNA gene	14	-	31734098	31734959
Galnt15	current symbol	MGI:1926004	Galnt15	polypeptide N-acetylgalactosaminyltransferase 15	protein coding gene	14	+	31750946	31784154
Dph3	current symbol	MGI:1922658	Dph3	diphthamine biosynthesis 3	protein coding gene	14	-	31802523	31807686
Oxnad1	current symbol	MGI:1916953	Oxnad1	oxidoreductase NAD-binding domain containing 1	protein coding gene	14	+	31807331	31825159
Msmb	current symbol	MGI:97166	Msmb	beta-microseminoprotein	protein coding gene	14	+	31863980	31880284
Ncoa4	current symbol	MGI:1350932	Ncoa4	nuclear receptor coactivator 4	protein coding gene	14	+	31881836	31901812
Timm23	current symbol	MGI:1858317	Timm23	translocase of inner mitochondrial membrane 23	protein coding gene	14	-	31902123	31923848
Parg	current symbol	MGI:1347094	Parg	poly (ADP-ribose) glycohydrolase	protein coding gene	14	+	31923906	32019507
Gm17210	current symbol	MGI:4938037	Gm17210	predicted gene 17210	lncRNA gene	14	-	32014881	32016931
Gm46447	current symbol	MGI:5826084	Gm46447	predicted gene, 46447	lncRNA gene	14	+	32023881	32030852
Gm48914	current symbol	MGI:6118221	Gm48914	predicted gene, 48914	lncRNA gene	14	-	32025619	32039942
Ogdhl	current symbol	MGI:3616088	Ogdhl	oxoglutarate dehydrogenase-like	protein coding gene	14	+	32043976	32070108
