"mgi_symbol"	"ensembl_gene_id"	"chromosome_name"	"start_position"	"end_position"	"Feature.Type"
"Gm29564"	"ENSMUSG00000099792"	"Y"	78224262	78250458	"RNA"
"Gm29565"	"ENSMUSG00000101060"	"Y"	78162121	78165360	"RNA"
"Gm29566"	"ENSMUSG00000102111"	"Y"	78158357	78168774	"RNA"
"Gm29568"	"ENSMUSG00000100366"	"Y"	78063273	78064814	"RNA"
"Gm29569"	"ENSMUSG00000100722"	"Y"	77865363	77868601	"RNA"
"Gm29578"	"ENSMUSG00000099990"	"Y"	30899145	30901423	"RNA"
"Gm29579"	"ENSMUSG00000100321"	"Y"	30631627	30632073	"RNA"
"Gm29580"	"ENSMUSG00000100038"	"Y"	30497912	30498358	"RNA"
"Gm29581"	"ENSMUSG00000100311"	"Y"	30836647	30839011	"RNA"
"Gm29582"	"ENSMUSG00000100467"	"Y"	30661878	30693906	"RNA"
"Gm29584"	"ENSMUSG00000100126"	"Y"	65546698	65549935	"RNA"
"Gm29594"	"ENSMUSG00000102057"	"19"	45306332	45306868	"RNA"
"Gm29606"	"ENSMUSG00000102016"	"Y"	79784719	79787514	"RNA"
"Gm29612"	"ENSMUSG00000100606"	"Y"	61781629	61784973	"RNA"
"Gm29616"	"ENSMUSG00000101774"	"Y"	74129821	74133059	"RNA"
"Gm29622"	"ENSMUSG00000100329"	"Y"	64383241	64386579	"RNA"
"Gm29625"	"ENSMUSG00000101125"	"Y"	63910416	63913654	"RNA"
"Gm29628"	"ENSMUSG00000100452"	"Y"	64125220	64128459	"RNA"
"Gm29632"	"ENSMUSG00000100478"	"Y"	67514891	67518234	"RNA"
"Gm29636"	"ENSMUSG00000101529"	"Y"	67727701	67731047	"RNA"
"Gm29645"	"ENSMUSG00000099700"	"Y"	42726150	42726677	"RNA"
"Gm29646"	"ENSMUSG00000100003"	"Y"	46579374	46582607	"RNA"
"Gm29648"	"ENSMUSG00000100628"	"Y"	46352193	46353290	"RNA"
"Gm29650"	"ENSMUSG00000099876"	"Y"	1048393	1049134	"RNA"
"Gm29653"	"ENSMUSG00000101654"	"Y"	34290974	34291420	"RNA"
"Gm29654"	"ENSMUSG00000101808"	"Y"	34366261	34369610	"RNA"
"Gm29655"	"ENSMUSG00000099737"	"Y"	34164715	34167078	"RNA"
"Gm29656"	"ENSMUSG00000101474"	"Y"	34141780	34142307	"RNA"
"Gm29660"	"ENSMUSG00000099991"	"Y"	68176890	68180233	"RNA"
"Gm29662"	"ENSMUSG00000099501"	"Y"	68142892	68146130	"RNA"
"Gm29671"	"ENSMUSG00000099601"	"Y"	37764182	37767528	"RNA"
"Gm29672"	"ENSMUSG00000101531"	"Y"	59497781	59500563	"RNA"
"Gm29677"	"ENSMUSG00000117811"	"18"	68531175	68699218	"RNA"
"Gm29839"	"ENSMUSG00000101633"	"Y"	39459472	39459969	"RNA"
"Gm29860"	"ENSMUSG00000118045"	"18"	64932940	64939567	"RNA"
"Gm29863"	"ENSMUSG00000117914"	"19"	32965343	33079580	"RNA"
"Gm29866"	"ENSMUSG00000102668"	"Y"	20967477	20993657	"RNA"
"Gm29946"	"ENSMUSG00000118196"	"19"	33100047	33112219	"RNA"
"Gm29966"	"ENSMUSG00000118017"	"18"	65377358	65385692	"RNA"
"Gm29992"	"ENSMUSG00000117365"	"18"	14442266	14464733	"RNA"
"Gm29994"	"ENSMUSG00000102713"	"18"	37962061	37963253	"RNA"
"Gm30018"	"ENSMUSG00000117860"	"18"	65659224	65664872	"RNA"
"Gm30042"	"ENSMUSG00000118330"	"19"	10268290	10270785	"RNA"
"Gm30045"	"ENSMUSG00000103615"	"Y"	24741963	24745198	"RNA"
"Gm30082"	"ENSMUSG00000118245"	"19"	4251749	4253242	"RNA"
"Gm30091"	"ENSMUSG00000117637"	"17"	71919824	71922978	"RNA"
"Gm30093"	"ENSMUSG00000118056"	"18"	38156582	38194349	"RNA"
"Gm30094"	"ENSMUSG00000118170"	"18"	65996404	66027826	"RNA"
"Gm30117"	"ENSMUSG00000117501"	"17"	86169544	86236035	"RNA"
"Gm30174"	"ENSMUSG00000102787"	"Y"	14220904	14223183	"RNA"
"Gm30190"	"ENSMUSG00000117750"	"18"	66769899	66807573	"RNA"
"Gm30192"	"ENSMUSG00000117717"	"18"	81307906	81374694	"RNA"
"Gm30288"	"ENSMUSG00000118227"	"18"	81477398	81501114	"RNA"
"Gm30353"	"ENSMUSG00000104499"	"Y"	14282472	14284836	"RNA"
"Gm30381"	"ENSMUSG00000118233"	"19"	53117115	53120224	"RNA"
"Gm30420"	"ENSMUSG00000117096"	"17"	73327947	73336073	"RNA"
"Gm30454"	"ENSMUSG00000117892"	"18"	81887567	81893231	"RNA"
"Gm30541"	"ENSMUSG00000118369"	"19"	53309029	53314174	"RNA"
"Gm30593"	"ENSMUSG00000117923"	"18"	81977122	82012696	"RNA"
"Gm30641"	"ENSMUSG00000118317"	"18"	68714986	68719405	"RNA"
"Gm30686"	"ENSMUSG00000103431"	"Y"	14347558	14349915	"RNA"
"Gm30705"	"ENSMUSG00000103660"	"Y"	25255092	25258327	"RNA"
"Gm30737"	"ENSMUSG00000104191"	"Y"	14400710	14426798	"RNA"
"Gm30794"	"ENSMUSG00000117545"	"17"	87762280	87767792	"RNA"
"Gm30889"	"ENSMUSG00000117762"	"18"	82920203	82923801	"RNA"
"Gm30938"	"ENSMUSG00000117486"	"17"	87770782	87781217	"RNA"
"Gm30961"	"ENSMUSG00000118117"	"18"	39672409	39781584	"RNA"
"Gm30984"	"ENSMUSG00000117361"	"17"	87836931	87838172	"RNA"
"Gm31019"	"ENSMUSG00000118315"	"18"	40569864	40572790	"RNA"
"Gm31086"	"ENSMUSG00000117378"	"18"	19266274	19334773	"RNA"
"Gm31087"	"ENSMUSG00000117674"	"18"	40375827	40391548	"RNA"
"Gm31143"	"ENSMUSG00000117181"	"17"	51841305	51841886	"RNA"
"Gm31205"	"ENSMUSG00000117847"	"18"	40854557	40866926	"RNA"
"Gm31265"	"ENSMUSG00000117783"	"18"	83373710	83386270	"RNA"
"Gm31294"	"ENSMUSG00000110211"	"18"	69326407	69328815	"RNA"
"Gm31356"	"ENSMUSG00000118099"	"19"	55087934	55106247	"RNA"
"Gm31422"	"ENSMUSG00000103813"	"Y"	25768136	25771371	"RNA"
"Gm31499"	"ENSMUSG00000117369"	"17"	88475915	88478032	"RNA"
"Gm31503"	"ENSMUSG00000117993"	"18"	83379360	83389475	"RNA"
"Gm31571"	"ENSMUSG00000103528"	"Y"	22020644	22046833	"RNA"
"Gm31615"	"ENSMUSG00000117351"	"17"	88560911	88696127	"RNA"
"Gm31621"	"ENSMUSG00000118200"	"18"	83651568	83656210	"RNA"
"Gm31645"	"ENSMUSG00000117358"	"17"	74826654	74835115	"RNA"
"Gm31706"	"ENSMUSG00000118013"	"18"	45177929	45262810	"RNA"
"Gm31759"	"ENSMUSG00000117560"	"17"	75249187	75257296	"RNA"
"Gm31818"	"ENSMUSG00000117342"	"17"	75257386	75264809	"RNA"
"Gm31819"	"ENSMUSG00000117984"	"18"	72818982	72858138	"RNA"
"Gm31854"	"ENSMUSG00000118225"	"18"	84115785	84120391	"RNA"
"Gm31908"	"ENSMUSG00000118316"	"18"	73041961	73054161	"RNA"
"Gm31912"	"ENSMUSG00000117695"	"19"	56094680	56129039	"RNA"
"Gm31933"	"ENSMUSG00000117960"	"18"	76704983	76720565	"RNA"
"Gm31942"	"ENSMUSG00000102138"	"Y"	15490643	15492836	"RNA"
"Gm32027"	"ENSMUSG00000117990"	"19"	36192416	36241837	"RNA"
"Gm32055"	"ENSMUSG00000117132"	"17"	55159563	55167473	"RNA"
"Gm32081"	"ENSMUSG00000117998"	"19"	36159980	36199018	"RNA"
"Gm32114"	"ENSMUSG00000102772"	"Y"	22105239	22108478	"RNA"
"Gm32181"	"ENSMUSG00000103462"	"Y"	26281270	26284505	"RNA"
"Gm3227"	"ENSMUSG00000114306"	"18"	25730547	25736890	"RNA"
"Gm32282"	"ENSMUSG00000117648"	"17"	78506685	78507454	"RNA"
"Gm32341"	"ENSMUSG00000118126"	"19"	16848456	16902378	"RNA"
"Gm32441"	"ENSMUSG00000117890"	"19"	56644943	56653043	"RNA"
"Gm32492"	"ENSMUSG00000117859"	"19"	56657550	56670279	"RNA"
"Gm32548"	"ENSMUSG00000117985"	"18"	73844399	73850664	"RNA"
"Gm32629"	"ENSMUSG00000118067"	"19"	20094749	20101192	"RNA"
"Gm32750"	"ENSMUSG00000118293"	"19"	20899756	20924373	"RNA"
"Gm32932"	"ENSMUSG00000118178"	"19"	57510689	57521737	"RNA"
"Gm33055"	"ENSMUSG00000117426"	"17"	80041303	80052506	"RNA"
"Gm33228"	"ENSMUSG00000117604"	"18"	26140614	26348706	"RNA"
"Gm33373"	"ENSMUSG00000117375"	"17"	80860893	80871371	"RNA"
"Gm33674"	"ENSMUSG00000117467"	"18"	27942785	27960738	"RNA"
"Gm33732"	"ENSMUSG00000118120"	"18"	54901456	54956861	"RNA"
"Gm33756"	"ENSMUSG00000110210"	"19"	59378216	59387639	"RNA"
"Gm3376"	"ENSMUSG00000096520"	"Y"	3771673	3783267	"RNA"
"Gm33815"	"ENSMUSG00000102388"	"Y"	69334082	69334612	"RNA"
"Gm33890"	"ENSMUSG00000117036"	"17"	61250872	61265873	"RNA"
"Gm33948"	"ENSMUSG00000117473"	"18"	28995903	29131229	"RNA"
"Gm33954"	"ENSMUSG00000103812"	"Y"	22915600	22918838	"RNA"
"Gm34217"	"ENSMUSG00000103773"	"Y"	23008886	23010430	"RNA"
"Gm34299"	"ENSMUSG00000117728"	"19"	42398833	42402685	"RNA"
"Gm34517"	"ENSMUSG00000117880"	"19"	43255375	43266093	"RNA"
"Gm34550"	"ENSMUSG00000102273"	"Y"	18933163	18935442	"RNA"
"Gm34636"	"ENSMUSG00000117991"	"19"	43534856	43561796	"RNA"
"Gm34716"	"ENSMUSG00000103190"	"Y"	18994762	18997125	"RNA"
"Gm34804"	"ENSMUSG00000117508"	"18"	5945183	5965965	"RNA"
"Gm34808"	"ENSMUSG00000118001"	"19"	26460957	26461850	"RNA"
"Gm34922"	"ENSMUSG00000118236"	"19"	43634189	43640974	"RNA"
"Gm35031"	"ENSMUSG00000117490"	"18"	8180579	8192719	"RNA"
"Gm35070"	"ENSMUSG00000102968"	"Y"	19059861	19062218	"RNA"
"Gm35097"	"ENSMUSG00000117044"	"17"	45458124	45462516	"RNA"
"Gm35134"	"ENSMUSG00000103371"	"Y"	19113007	19139093	"RNA"
"Gm35229"	"ENSMUSG00000117611"	"17"	84263677	84264952	"RNA"
"Gm35406"	"ENSMUSG00000117796"	"19"	44441456	44448292	"RNA"
"Gm35438"	"ENSMUSG00000118209"	"19"	27079351	27092885	"RNA"
"Gm35438"	"ENSMUSG00000118020"	"19"	27122716	27169409	"RNA"
"Gm35460"	"ENSMUSG00000117911"	"19"	44603179	44635318	"RNA"
"Gm3550"	"ENSMUSG00000078240"	"18"	34869412	34871067	"RNA"
"Gm35550"	"ENSMUSG00000117229"	"17"	66212527	66223477	"RNA"
"Gm35551"	"ENSMUSG00000117446"	"17"	84328092	84333448	"RNA"
"Gm35554"	"ENSMUSG00000117752"	"19"	27322149	27351332	"RNA"
"Gm35610"	"ENSMUSG00000117823"	"19"	44728318	44731883	"RNA"
"Gm35670"	"ENSMUSG00000102598"	"Y"	23806075	23807657	"RNA"
"Gm35692"	"ENSMUSG00000117139"	"17"	46117130	46133249	"RNA"
"Gm35867"	"ENSMUSG00000117848"	"19"	45047164	45098781	"RNA"
"Gm3587"	"ENSMUSG00000117727"	"18"	35172208	35220712	"RNA"
"Gm36037"	"ENSMUSG00000118380"	"18"	35115975	35242498	"RNA"
"Gm36043"	"ENSMUSG00000117964"	"19"	29350817	29361871	"RNA"
"Gm36200"	"ENSMUSG00000117287"	"17"	46378261	46395192	"RNA"
"Gm36201"	"ENSMUSG00000117029"	"17"	67866743	67936327	"RNA"
"Gm36252"	"ENSMUSG00000117193"	"17"	68481302	68494731	"RNA"
"Gm36261"	"ENSMUSG00000103664"	"Y"	20497512	20499791	"RNA"
"Gm36279"	"ENSMUSG00000117393"	"17"	84493183	84524276	"RNA"
"Gm36315"	"ENSMUSG00000118358"	"18"	36021822	36023390	"RNA"
"Gm36345"	"ENSMUSG00000104500"	"Y"	24228853	24232087	"RNA"
"Gm36368"	"ENSMUSG00000110576"	"18"	62699481	62712223	"RNA"
"Gm36419"	"ENSMUSG00000118168"	"19"	32520725	32541011	"RNA"
"Gm36467"	"ENSMUSG00000103752"	"Y"	20559991	20562355	"RNA"
"Gm36487"	"ENSMUSG00000117323"	"17"	69622989	69651708	"RNA"
"Gm36594"	"ENSMUSG00000117233"	"17"	70200755	70230990	"RNA"
"Gm36602"	"ENSMUSG00000118040"	"19"	46647406	46654565	"RNA"
"Gm36608"	"ENSMUSG00000118249"	"19"	3739686	3758176	"RNA"
"Gm3669"	"ENSMUSG00000085489"	"X"	29630409	29665150	"RNA"
"Gm36693"	"ENSMUSG00000118127"	"19"	47186680	47190471	"RNA"
"Gm36782"	"ENSMUSG00000101272"	"Y"	39406588	39407085	"RNA"
"Gm36787"	"ENSMUSG00000117739"	"19"	3763044	3769573	"RNA"
"Gm36860"	"ENSMUSG00000117664"	"19"	32952390	32957463	"RNA"
"Gm36913"	"ENSMUSG00000118008"	"19"	9901928	9905898	"RNA"
"Gm36929"	"ENSMUSG00000103365"	"Y"	20759357	20759803	"RNA"
"Gm36941"	"ENSMUSG00000102520"	"Y"	17833041	17835401	"RNA"
"Gm36950"	"ENSMUSG00000104131"	"Y"	21052482	21055721	"RNA"
"Gm37059"	"ENSMUSG00000102624"	"Y"	15444179	15445304	"RNA"
"Gm37071"	"ENSMUSG00000103977"	"Y"	25032686	25035923	"RNA"
"Gm37075"	"ENSMUSG00000103425"	"Y"	22140625	22143968	"RNA"
"Gm37112"	"ENSMUSG00000104431"	"Y"	24774736	24778084	"RNA"
"Gm37118"	"ENSMUSG00000103956"	"18"	37795005	37795685	"RNA"
"Gm37130"	"ENSMUSG00000103681"	"Y"	13952701	13955065	"RNA"
"Gm37147"	"ENSMUSG00000103176"	"Y"	13307101	13310334	"RNA"
"Gm37157"	"ENSMUSG00000103236"	"Y"	24261581	24264930	"RNA"
"Gm37165"	"ENSMUSG00000104512"	"18"	37847332	37859174	"RNA"
"Gm37173"	"ENSMUSG00000104256"	"17"	50517163	50526670	"RNA"
"Gm37231"	"ENSMUSG00000102335"	"Y"	13120040	13122400	"RNA"
"Gm37252"	"ENSMUSG00000103474"	"Y"	13210161	13213395	"RNA"
"Gm37263"	"ENSMUSG00000103524"	"Y"	13917048	13920389	"RNA"
"Gm3728"	"ENSMUSG00000118150"	"19"	19983304	20038122	"RNA"
"Gm37286"	"ENSMUSG00000103757"	"Y"	17922928	17926162	"RNA"
"Gm3734"	"ENSMUSG00000117780"	"18"	46763874	46776037	"RNA"
"Gm37344"	"ENSMUSG00000103943"	"Y"	15270053	15273287	"RNA"
"Gm37346"	"ENSMUSG00000102977"	"Y"	26058886	26062123	"RNA"
"Gm37378"	"ENSMUSG00000102346"	"Y"	13452288	13454653	"RNA"
"Gm37434"	"ENSMUSG00000102350"	"Y"	24519676	24522913	"RNA"
"Gm37440"	"ENSMUSG00000102582"	"Y"	15569795	15572225	"RNA"
"Gm37446"	"ENSMUSG00000103985"	"18"	37566465	37570600	"RNA"
"Gm37451"	"ENSMUSG00000103982"	"Y"	25287848	25291196	"RNA"
"Gm37454"	"ENSMUSG00000104289"	"Y"	23494539	23497772	"RNA"
"Gm37462"	"ENSMUSG00000102429"	"Y"	21346236	21349473	"RNA"
"Gm37467"	"ENSMUSG00000104409"	"Y"	13980581	13983815	"RNA"
"Gm37473"	"ENSMUSG00000102150"	"Y"	18283695	18284883	"RNA"
"Gm37538"	"ENSMUSG00000104259"	"Y"	22950830	22954179	"RNA"
"Gm37544"	"ENSMUSG00000102294"	"Y"	18972545	18973072	"RNA"
"Gm37547"	"ENSMUSG00000102643"	"Y"	25067926	25071266	"RNA"
"Gm37561"	"ENSMUSG00000104048"	"Y"	13580701	13582258	"RNA"
"Gm37572"	"ENSMUSG00000102835"	"Y"	15241461	15244691	"RNA"
"Gm37574"	"ENSMUSG00000102396"	"Y"	23748074	23751418	"RNA"
"Gm37577"	"ENSMUSG00000102392"	"Y"	15734796	15737530	"RNA"
"Gm37635"	"ENSMUSG00000102867"	"Y"	19038589	19039116	"RNA"
"Gm37654"	"ENSMUSG00000102251"	"Y"	14863840	14867073	"RNA"
"Gm37656"	"ENSMUSG00000103782"	"Y"	18293525	18295111	"RNA"
"Gm37657"	"ENSMUSG00000103787"	"Y"	22433508	22436856	"RNA"
"Gm37687"	"ENSMUSG00000103029"	"Y"	24006473	24009710	"RNA"
"Gm37690"	"ENSMUSG00000104345"	"Y"	21887039	21890274	"RNA"
"Gm37721"	"ENSMUSG00000103954"	"Y"	22691922	22695159	"RNA"
"Gm37734"	"ENSMUSG00000103347"	"Y"	18665417	18667781	"RNA"
"Gm37739"	"ENSMUSG00000104505"	"Y"	12513577	12516809	"RNA"
"Gm37740"	"ENSMUSG00000104506"	"Y"	19983060	19985421	"RNA"
"Gm37751"	"ENSMUSG00000103386"	"18"	37067005	37068202	"RNA"
"Gm37753"	"ENSMUSG00000103384"	"18"	37100644	37101201	"RNA"
"Gm37797"	"ENSMUSG00000110628"	"18"	44249330	44252634	"RNA"
"Gm37798"	"ENSMUSG00000104412"	"Y"	25800905	25804255	"RNA"
"Gm37808"	"ENSMUSG00000103842"	"Y"	26164220	26165242	"RNA"
"Gm37840"	"ENSMUSG00000103589"	"Y"	23712979	23716217	"RNA"
"Gm37865"	"ENSMUSG00000102400"	"Y"	17804545	17806904	"RNA"
"Gm37870"	"ENSMUSG00000102177"	"Y"	13423453	13426687	"RNA"
"Gm37875"	"ENSMUSG00000102576"	"Y"	25545763	25549000	"RNA"
"Gm37898"	"ENSMUSG00000103005"	"Y"	20537098	20537625	"RNA"
"Gm37927"	"ENSMUSG00000102551"	"Y"	20603914	20604441	"RNA"
"Gm37937"	"ENSMUSG00000102726"	"Y"	17867025	17870364	"RNA"
"Gm37948"	"ENSMUSG00000103612"	"Y"	18749156	18752497	"RNA"
"Gm37952"	"ENSMUSG00000104062"	"Y"	23207698	23210935	"RNA"
"Gm37998"	"ENSMUSG00000103489"	"Y"	19157403	19157855	"RNA"
"Gm38003"	"ENSMUSG00000102586"	"Y"	17225447	17228678	"RNA"
"Gm38013"	"ENSMUSG00000104407"	"Y"	18693357	18696591	"RNA"
"Gm38028"	"ENSMUSG00000103994"	"Y"	17957447	17960787	"RNA"
"Gm38054"	"ENSMUSG00000102146"	"Y"	21610496	21613843	"RNA"
"Gm38072"	"ENSMUSG00000103917"	"Y"	18199139	18202472	"RNA"
"Gm38084"	"ENSMUSG00000103352"	"Y"	13091542	13093901	"RNA"
"Gm38097"	"ENSMUSG00000103456"	"18"	37305179	37305617	"RNA"
"Gm38127"	"ENSMUSG00000104050"	"Y"	18321027	18322074	"RNA"
"Gm38136"	"ENSMUSG00000102547"	"Y"	26094147	26097489	"RNA"
"Gm38159"	"ENSMUSG00000104522"	"Y"	13335783	13338145	"RNA"
"Gm38165"	"ENSMUSG00000102778"	"18"	61824117	61825455	"RNA"
"Gm38168"	"ENSMUSG00000102195"	"Y"	19954018	19957248	"RNA"
"Gm38174"	"ENSMUSG00000103829"	"Y"	20791345	20794578	"RNA"
"Gm38182"	"ENSMUSG00000102828"	"18"	37956932	37973435	"RNA"
"Gm382"	"ENSMUSG00000062791"	"X"	125947595	125971609	"RNA"
"Gm38209"	"ENSMUSG00000104472"	"Y"	18629784	18633125	"RNA"
"Gm38225"	"ENSMUSG00000102634"	"18"	37085704	37086096	"RNA"
"Gm38296"	"ENSMUSG00000102239"	"Y"	24041734	24045076	"RNA"
"Gm38361"	"ENSMUSG00000103871"	"Y"	18557838	18558876	"RNA"
"Gm38363"	"ENSMUSG00000103872"	"Y"	14071394	14073759	"RNA"
"Gm38370"	"ENSMUSG00000104425"	"Y"	21572631	21575870	"RNA"
"Gm38371"	"ENSMUSG00000103077"	"Y"	22398783	22401578	"RNA"
"Gm38410"	"ENSMUSG00000117570"	"18"	24472423	24477687	"RNA"
"Gm38576"	"ENSMUSG00000118075"	"18"	84762192	84772376	"RNA"
"Gm38593"	"ENSMUSG00000117004"	"17"	69136836	69144221	"RNA"
"Gm38695"	"ENSMUSG00000117701"	"18"	59958503	59988534	"RNA"
"Gm3880"	"ENSMUSG00000081443"	"X"	101729898	101730578	"RNA"
"Gm39526"	"ENSMUSG00000109459"	"X"	93775005	93788965	"RNA"
"Gm4013"	"ENSMUSG00000117662"	"18"	42407445	42408294	"RNA"
"Gm4064"	"ENSMUSG00000102053"	"Y"	2785165	2796205	"RNA"
"Gm4107"	"ENSMUSG00000118002"	"18"	46490939	46560195	"RNA"
"Gm4146"	"ENSMUSG00000118113"	"18"	47894156	47922600	"RNA"
"Gm41561"	"ENSMUSG00000117760"	"17"	31067410	31076410	"RNA"
"Gm41562"	"ENSMUSG00000118284"	"17"	31164867	31171735	"RNA"
"Gm41584"	"ENSMUSG00000117048"	"17"	46196272	46199556	"RNA"
"Gm41597"	"ENSMUSG00000117009"	"17"	50542100	50543584	"RNA"
"Gm41600"	"ENSMUSG00000117076"	"17"	52611595	52633610	"RNA"
"Gm41609"	"ENSMUSG00000117231"	"17"	71072834	71113054	"RNA"
"Gm41611"	"ENSMUSG00000117079"	"17"	71274881	71278800	"RNA"
"Gm41625"	"ENSMUSG00000117415"	"17"	80284782	80289091	"RNA"
"Gm41638"	"ENSMUSG00000117564"	"17"	84267297	84268359	"RNA"
"Gm41639"	"ENSMUSG00000117421"	"17"	84258420	84259892	"RNA"
"Gm41653"	"ENSMUSG00000117635"	"17"	90263016	90284213	"RNA"
"Gm41654"	"ENSMUSG00000117433"	"17"	92119420	92179567	"RNA"
"Gm41664"	"ENSMUSG00000117519"	"18"	6240814	6268387	"RNA"
"Gm41668"	"ENSMUSG00000117573"	"18"	12780574	12781476	"RNA"
"Gm41669"	"ENSMUSG00000117536"	"18"	13419104	13439395	"RNA"
"Gm41693"	"ENSMUSG00000118080"	"18"	36007367	36009090	"RNA"
"Gm41708"	"ENSMUSG00000118015"	"18"	40039233	40062427	"RNA"
"Gm41715"	"ENSMUSG00000117902"	"18"	43973163	44003716	"RNA"
"Gm41717"	"ENSMUSG00000117919"	"18"	44448719	44462339	"RNA"
"Gm41720"	"ENSMUSG00000118139"	"18"	47866175	47878004	"RNA"
"Gm41724"	"ENSMUSG00000118365"	"18"	52661733	52710397	"RNA"
"Gm41750"	"ENSMUSG00000118370"	"18"	62275689	62279579	"RNA"
"Gm41757"	"ENSMUSG00000118163"	"18"	65482228	65501895	"RNA"
"Gm41760"	"ENSMUSG00000117992"	"18"	65711423	65713815	"RNA"
"Gm41764"	"ENSMUSG00000117891"	"18"	68231418	68251445	"RNA"
"Gm41787"	"ENSMUSG00000118373"	"18"	80201136	80205777	"RNA"
"Gm41790"	"ENSMUSG00000118379"	"18"	80615039	80649026	"RNA"
"Gm41792"	"ENSMUSG00000117870"	"18"	81671061	81680962	"RNA"
"Gm41793"	"ENSMUSG00000117842"	"18"	82730920	82744304	"RNA"
"Gm41804"	"ENSMUSG00000118280"	"19"	8229332	8294543	"RNA"
"Gm41815"	"ENSMUSG00000118109"	"19"	19253835	19297015	"RNA"
"Gm41819"	"ENSMUSG00000118273"	"19"	21969937	21998380	"RNA"
"Gm41821"	"ENSMUSG00000117837"	"19"	23259460	23277726	"RNA"
"Gm41836"	"ENSMUSG00000118212"	"19"	35677749	35743527	"RNA"
"Gm42064"	"ENSMUSG00000118263"	"19"	5355901	5357542	"RNA"
"Gm42067"	"ENSMUSG00000110156"	"19"	5962850	5964869	"RNA"
"Gm4219"	"ENSMUSG00000091378"	"19"	59932154	59936830	"RNA"
"Gm4221"	"ENSMUSG00000096948"	"18"	55123334	55212486	"RNA"
"Gm4230"	"ENSMUSG00000118141"	"18"	56071225	56094949	"RNA"
"Gm42723"	"ENSMUSG00000105709"	"19"	38288531	38303718	"RNA"
"Gm4297"	"ENSMUSG00000081218"	"X"	24418489	24441134	"RNA"
"Gm4402"	"ENSMUSG00000117970"	"18"	69350572	69355301	"RNA"
"Gm44501"	"ENSMUSG00000090897"	"17"	40872398	40890440	"RNA"
"Gm44577"	"ENSMUSG00000109232"	"18"	32595632	32642117	"RNA"
"Gm44593"	"ENSMUSG00000109088"	"X"	109678192	109856429	"RNA"
"Gm45015"	"ENSMUSG00000109368"	"X"	72378602	72380446	"RNA"
"Gm45022"	"ENSMUSG00000109128"	"X"	152504153	152506877	"RNA"
"Gm45194"	"ENSMUSG00000109156"	"X"	110801086	111153476	"RNA"
"Gm45330"	"ENSMUSG00000110276"	"17"	49037427	49045774	"RNA"
"Gm45352"	"ENSMUSG00000110007"	"19"	50135376	50169090	"RNA"
"Gm4566"	"ENSMUSG00000117199"	"17"	71640196	71648799	"RNA"
"Gm4577"	"ENSMUSG00000086867"	"17"	36014788	36019136	"RNA"
"Gm45871"	"ENSMUSG00000110277"	"18"	90597901	90610652	"RNA"
"Gm46587"	"ENSMUSG00000117414"	"17"	87866605	87879082	"RNA"
"Gm46606"	"ENSMUSG00000117509"	"17"	83405447	83428170	"RNA"
"Gm46614"	"ENSMUSG00000118254"	"18"	81815274	81865684	"RNA"
"Gm46620"	"ENSMUSG00000118012"	"18"	82712412	82719461	"RNA"
"Gm46633"	"ENSMUSG00000117356"	"18"	7004963	7006405	"RNA"
"Gm46637"	"ENSMUSG00000117713"	"18"	61617837	61622291	"RNA"
"Gm46652"	"ENSMUSG00000117790"	"19"	60599725	60614223	"RNA"
"Gm46658"	"ENSMUSG00000117893"	"19"	5122257	5125285	"RNA"
"Gm4707"	"ENSMUSG00000091831"	"17"	71765298	71766913	"RNA"
"Gm4710"	"ENSMUSG00000117539"	"17"	76168018	76196034	"RNA"
"Gm47119"	"ENSMUSG00000114244"	"17"	46787433	46788585	"RNA"
"Gm4719"	"ENSMUSG00000117524"	"17"	89686669	89692421	"RNA"
"Gm47242"	"ENSMUSG00000114761"	"19"	12516952	12518187	"RNA"
"Gm47243"	"ENSMUSG00000114644"	"19"	12497164	12500940	"RNA"
"Gm47272"	"ENSMUSG00000114891"	"18"	80865462	80881706	"RNA"
"Gm47283"	"ENSMUSG00000096768"	"Y"	90796007	90827734	"RNA"
"Gm47471"	"ENSMUSG00000114291"	"17"	67045749	67053042	"RNA"
"Gm47735"	"ENSMUSG00000114859"	"19"	36325014	36325698	"RNA"
"Gm4779"	"ENSMUSG00000045010"	"X"	100833659	100838029	"RNA"
"Gm47898"	"ENSMUSG00000114088"	"18"	23778383	23784894	"RNA"
"Gm47936"	"ENSMUSG00000114742"	"19"	43423049	43428899	"RNA"
"Gm47938"	"ENSMUSG00000114721"	"19"	43445883	43458197	"RNA"
"Gm4836"	"ENSMUSG00000094624"	"X"	28051126	28074048	"RNA"
"Gm4841"	"ENSMUSG00000068606"	"18"	60401377	60406344	"RNA"
"Gm48683"	"ENSMUSG00000114302"	"19"	3577104	3578613	"RNA"
"Gm48696"	"ENSMUSG00000114315"	"19"	3536090	3538014	"RNA"
"Gm48775"	"ENSMUSG00000114682"	"19"	26550396	26562072	"RNA"
"Gm4951"	"ENSMUSG00000073555"	"18"	60345152	60380892	"RNA"
"Gm4952"	"ENSMUSG00000071633"	"19"	12577338	12605615	"RNA"
"Gm49805"	"ENSMUSG00000117040"	"17"	46272785	46274775	"RNA"
"Gm49835"	"ENSMUSG00000117136"	"17"	40406341	40410990	"RNA"
"Gm49853"	"ENSMUSG00000117191"	"17"	60162212	60259881	"RNA"
