"mgi_symbol"	"ensembl_gene_id"	"chromosome_name"	"start_position"	"end_position"
"21706"	"4930434J06Rik"	"ENSMUSG00000115304"	"14"	72094142	72157879
"21707"	"4930435F18Rik"	"ENSMUSG00000114290"	"13"	116938631	116974714
"21708"	"4930435M08Rik"	"ENSMUSG00000115689"	"14"	118282386	118284276
"21709"	"4930438E09Rik"	"ENSMUSG00000093472"	"14"	67569491	67635191
"21710"	"4930445E18Rik"	"ENSMUSG00000115355"	"15"	25285888	25332745
"21711"	"4930445N06Rik"	"ENSMUSG00000115880"	"15"	88152283	88199833
"21712"	"4930447A16Rik"	"ENSMUSG00000022288"	"15"	37425798	37440888
"21713"	"4930447J18Rik"	"ENSMUSG00000115609"	"14"	48136308	48181646
"21714"	"4930449C09Rik"	"ENSMUSG00000115676"	"15"	63589667	63609529
"21715"	"4930449E01Rik"	"ENSMUSG00000022116"	"14"	105736222	105743063
"21716"	"4930452A19Rik"	"ENSMUSG00000117264"	"17"	9969680	9994796
"21717"	"4930452G13Rik"	"ENSMUSG00000115422"	"14"	79940360	79951904
"21718"	"4930453N24Rik"	"ENSMUSG00000059920"	"16"	64572114	64591524
"21719"	"4930455B14Rik"	"ENSMUSG00000097898"	"14"	13796395	13803387
"21720"	"4930461C15Rik"	"ENSMUSG00000086827"	"16"	58225231	58228702
"21721"	"4930465K09Rik"	"ENSMUSG00000115063"	"15"	32619890	32623651
"21722"	"4930467J12Rik"	"ENSMUSG00000114879"	"13"	114723049	114743620
"21723"	"4930469B13Rik"	"ENSMUSG00000068776"	"14"	19665198	19678700
"21724"	"4930470H14Rik"	"ENSMUSG00000116975"	"17"	4094933	4133270
"21725"	"4930471C04Rik"	"ENSMUSG00000091686"	"14"	64336744	64341684
"21726"	"4930474H20Rik"	"ENSMUSG00000115001"	"14"	90364327	90507196
"21727"	"4930474M22Rik"	"ENSMUSG00000117328"	"17"	14609375	14619204
"21728"	"4930474N05Rik"	"ENSMUSG00000096405"	"14"	35816874	35822071
"21729"	"4930478E11Rik"	"ENSMUSG00000115245"	"15"	54844729	54850287
"21730"	"4930478L05Rik"	"ENSMUSG00000116628"	"16"	78357204	78361757
"21731"	"4930478M13Rik"	"ENSMUSG00000116311"	"15"	100003115	100006042
"21732"	"4930483J18Rik"	"ENSMUSG00000047938"	"15"	81074975	81076964
"21733"	"4930483P17Rik"	"ENSMUSG00000116772"	"16"	18031513	18033905
"21734"	"4930500H12Rik"	"ENSMUSG00000116976"	"16"	72869226	73220555
"21735"	"4930503E14Rik"	"ENSMUSG00000072595"	"14"	44400626	44450711
"21736"	"4930503F20Rik"	"ENSMUSG00000115751"	"14"	33530032	33533240
"21737"	"4930504C09Rik"	"ENSMUSG00000116167"	"15"	69142382	69146569
"21738"	"4930505G20Rik"	"ENSMUSG00000093551"	"14"	115633963	115646964
"21739"	"4930506C21Rik"	"ENSMUSG00000087478"	"17"	8512164	8529912
"21740"	"4930509G22Rik"	"ENSMUSG00000096959"	"16"	10996040	11010156
"21741"	"4930513L16Rik"	"ENSMUSG00000116491"	"15"	84790843	84797932
"21742"	"4930517M08Rik"	"ENSMUSG00000116767"	"17"	4685253	4687746
"21743"	"4930517O19Rik"	"ENSMUSG00000054391"	"14"	100450578	100482775
"21744"	"4930518I17Rik"	"ENSMUSG00000107924"	"15"	32226531	32227186
"21745"	"4930519K11Rik"	"ENSMUSG00000114953"	"14"	24053912	24058403
"21746"	"4930520P13Rik"	"ENSMUSG00000113463"	"13"	70380941	70396241
"21747"	"4930523O13Rik"	"ENSMUSG00000115177"	"15"	46299262	46359577
"21748"	"4930524C18Rik"	"ENSMUSG00000115320"	"14"	115069397	115098759
"21749"	"4930526H09Rik"	"ENSMUSG00000114307"	"13"	111019386	111040380
"21750"	"4930527F14Rik"	"ENSMUSG00000115324"	"14"	45767815	45800390
"21751"	"4930529K09Rik"	"ENSMUSG00000115271"	"14"	86483410	86521128
"21752"	"4930534H18Rik"	"ENSMUSG00000116607"	"16"	90731855	90732516
"21753"	"4930538L07Rik"	"ENSMUSG00000115719"	"14"	47992549	47994955
"21754"	"4930541O19Rik"	"ENSMUSG00000117791"	"17"	25917077	25917823
"21755"	"4930542C16Rik"	"ENSMUSG00000048628"	"14"	24647334	24667535
"21756"	"4930542D17Rik"	"ENSMUSG00000116848"	"16"	50410866	50474529
"21757"	"4930543I03Rik"	"ENSMUSG00000116171"	"15"	86622027	86650341
"21758"	"4930544F09Rik"	"ENSMUSG00000115062"	"15"	58855985	58860754
"21759"	"4930544M13Rik"	"ENSMUSG00000051758"	"13"	114743773	114834358
"21760"	"4930547E14Rik"	"ENSMUSG00000116894"	"16"	59457308	59493362
"21761"	"4930547H16Rik"	"ENSMUSG00000112957"	"13"	69919637	69920751
"21762"	"4930548G14Rik"	"ENSMUSG00000051198"	"15"	46486701	46503254
"21763"	"4930548J01Rik"	"ENSMUSG00000116615"	"17"	4169721	4172388
"21764"	"4930549P19Rik"	"ENSMUSG00000116984"	"17"	19635693	19710334
"21765"	"4930551I23Rik"	"ENSMUSG00000116674"	"16"	84483364	84492594
"21766"	"4930553E22Rik"	"ENSMUSG00000116907"	"16"	84168031	84172393
"21767"	"4930553J12Rik"	"ENSMUSG00000116983"	"16"	88595780	88617780
"21768"	"4930555G01Rik"	"ENSMUSG00000096197"	"14"	17416089	17419062
"21769"	"4930556C24Rik"	"ENSMUSG00000116586"	"16"	85616099	85623657
"21770"	"4930556J02Rik"	"ENSMUSG00000115656"	"14"	61730137	61764838
"21771"	"4930556M19Rik"	"ENSMUSG00000096971"	"15"	10714912	10790209
"21772"	"4930557F08Rik"	"ENSMUSG00000115266"	"15"	15780080	15823510
"21773"	"4930562C15Rik"	"ENSMUSG00000022518"	"16"	4653280	4685550
"21774"	"4930563I02Rik"	"ENSMUSG00000086112"	"14"	60324520	60333542
"21775"	"4930563N14Rik"	"ENSMUSG00000116554"	"13"	113214640	113215681
"21776"	"4930565N06Rik"	"ENSMUSG00000084834"	"16"	36700881	36717551
"21777"	"4930567J20Rik"	"ENSMUSG00000116982"	"16"	71046772	71064064
"21778"	"4930570B17Rik"	"ENSMUSG00000115337"	"15"	30597240	30626767
"21779"	"4930570E03Rik"	"ENSMUSG00000116786"	"16"	78491922	78505971
"21780"	"4930571N24Rik"	"ENSMUSG00000086467"	"15"	77312179	77346168
"21781"	"4930572G02Rik"	"ENSMUSG00000115725"	"14"	48775448	48809345
"21782"	"4930572O13Rik"	"ENSMUSG00000114916"	"14"	25140219	25143665
"21783"	"4930578I06Rik"	"ENSMUSG00000021961"	"14"	64206788	64225239
"21784"	"4930578M01Rik"	"ENSMUSG00000097587"	"15"	98881229	98894327
"21785"	"4930578N18Rik"	"ENSMUSG00000116695"	"16"	75919501	75952974
"21786"	"4930579D07Rik"	"ENSMUSG00000116813"	"17"	4901973	4943262
"21787"	"4930579G18Rik"	"ENSMUSG00000040840"	"14"	54887968	54892064
"21788"	"4930588J15Rik"	"ENSMUSG00000115858"	"15"	92600767	92603836
"21789"	"4930588K23Rik"	"ENSMUSG00000075335"	"16"	18410742	18428501
"21790"	"4930592A05Rik"	"ENSMUSG00000115779"	"15"	33594027	33653582
"21791"	"4930594M22Rik"	"ENSMUSG00000075463"	"14"	123150442	123174881
"21792"	"4930596D02Rik"	"ENSMUSG00000041068"	"14"	35531445	35533935
"21793"	"4930597G03Rik"	"ENSMUSG00000115540"	"14"	51554792	51582946
"21794"	"4931406G06Rik"	"ENSMUSG00000085398"	"16"	90841544	90853565
"21795"	"4931407E12Rik"	"ENSMUSG00000114352"	"14"	21918698	21939834
"21796"	"4931414P19Rik"	"ENSMUSG00000022179"	"14"	54821120	54843450
"21797"	"4931420L22Rik"	"ENSMUSG00000116750"	"16"	70927964	70935917
"21798"	"4932411K12Rik"	"ENSMUSG00000100733"	"13"	101390802	101600668
"21799"	"4932412D23Rik"	"ENSMUSG00000075070"	"16"	42546065	42696125
"21800"	"4932438H23Rik"	"ENSMUSG00000039851"	"16"	90850823	90892010
"21801"	"4933401D09Rik"	"ENSMUSG00000116924"	"17"	15852025	15861366
"21802"	"4933402J15Rik"	"ENSMUSG00000115845"	"14"	74592967	74607181
"21803"	"4933404G15Rik"	"ENSMUSG00000116096"	"16"	16525478	16535960
"21804"	"4933406F09Rik"	"ENSMUSG00000090585"	"14"	14961404	15057313
"21805"	"4933411O13Rik"	"ENSMUSG00000045178"	"16"	66689391	66707729
"21806"	"4933412E24Rik"	"ENSMUSG00000071749"	"15"	59886715	59888462
"21807"	"4933413J09Rik"	"ENSMUSG00000021874"	"14"	26077729	26121611
"21808"	"4933413L06Rik"	"ENSMUSG00000079048"	"13"	117843300	117856547
"21809"	"4933416O17Rik"	"ENSMUSG00000113802"	"13"	70107952	70111556
"21810"	"4933425B07Rik"	"ENSMUSG00000115665"	"14"	46840263	46874880
"21811"	"4933426B08Rik"	"ENSMUSG00000116644"	"17"	7075908	7085928
"21812"	"4933427E11Rik"	"ENSMUSG00000044276"	"15"	74581010	74582223
"21813"	"4933429O19Rik"	"ENSMUSG00000115008"	"14"	49116040	49124569
"21814"	"4933431J24Rik"	"ENSMUSG00000115774"	"14"	118446790	118450557
"21815"	"4933432I03Rik"	"ENSMUSG00000114980"	"14"	103224848	103271239
"21816"	"4933432I09Rik"	"ENSMUSG00000116557"	"16"	18025686	18031727
"21817"	"4933438A12Rik"	"ENSMUSG00000086160"	"15"	91481786	91488879
"21818"	"5031439G07Rik"	"ENSMUSG00000036046"	"15"	84828137	84872752
"21819"	"5330416C01Rik"	"ENSMUSG00000054944"	"13"	97870006	97883919
"21820"	"5330426L24Rik"	"ENSMUSG00000105501"	"14"	54586919	54589093
"21821"	"5330439K02Rik"	"ENSMUSG00000097827"	"15"	100357621	100366572
"21822"	"5430414B19Rik"	"ENSMUSG00000114419"	"14"	6197925	6198674
"21823"	"5430425K12Rik"	"ENSMUSG00000114554"	"13"	81088530	81096716
"21824"	"5430440P10Rik"	"ENSMUSG00000115548"	"14"	105664993	105675150
"21825"	"5730414N17Rik"	"ENSMUSG00000116506"	"15"	98770525	98771963
"21826"	"5830448L01Rik"	"ENSMUSG00000115007"	"14"	34394422	34395742
"21827"	"5930438M14Rik"	"ENSMUSG00000114590"	"13"	101368635	101384059
"21828"	"6030458C11Rik"	"ENSMUSG00000022195"	"15"	12808263	12824735
"21829"	"6230400D17Rik"	"ENSMUSG00000097577"	"14"	20737301	20753096
"21830"	"6330408M09Rik"	"ENSMUSG00000116733"	"16"	22946540	22947672
"21831"	"6330415G19Rik"	"ENSMUSG00000117322"	"17"	23769773	23784265
"21832"	"6330576A10Rik"	"ENSMUSG00000115821"	"14"	100696859	100716961
"21833"	"6430553K19Rik"	"ENSMUSG00000116755"	"16"	47942435	47978862
"21834"	"6430562O15Rik"	"ENSMUSG00000097828"	"13"	99533432	99549384
"21835"	"6530411M01Rik"	"ENSMUSG00000097049"	"17"	9366551	9386668
"21836"	"7330404K18Rik"	"ENSMUSG00000084942"	"14"	20448427	20448998
"21837"	"7530414M10Rik"	"ENSMUSG00000116338"	"15"	83057397	83060646
"21838"	"7530416G11Rik"	"ENSMUSG00000096607"	"15"	85376937	85387428
"21839"	"8030423J24Rik"	"ENSMUSG00000021600"	"13"	71031067	71032622
"21840"	"8030451O07Rik"	"ENSMUSG00000116769"	"16"	72023271	72031215
"21841"	"8430426J06Rik"	"ENSMUSG00000115970"	"15"	81126854	81197067
"21842"	"9030025P20Rik"	"ENSMUSG00000116953"	"17"	15198730	15211834
"21843"	"9030404E10Rik"	"ENSMUSG00000116660"	"16"	29840659	29858297
"21844"	"9130401M01Rik"	"ENSMUSG00000101892"	"15"	57885655	57897721
"21845"	"9230109A22Rik"	"ENSMUSG00000051237"	"15"	25137616	25238916
"21846"	"9230112D13Rik"	"ENSMUSG00000021797"	"14"	34233578	34244758
"21847"	"9230117E06Rik"	"ENSMUSG00000089874"	"16"	22330230	22336431
"21848"	"9330020H09Rik"	"ENSMUSG00000091050"	"15"	98465205	98467464
"21849"	"9330111N05Rik"	"ENSMUSG00000097098"	"13"	81111007	81276983
"21850"	"9330136K24Rik"	"ENSMUSG00000097781"	"17"	21748456	21756140
"21851"	"9330154K18Rik"	"ENSMUSG00000047807"	"15"	57599959	57602062
"21852"	"9330182O14Rik"	"ENSMUSG00000094112"	"15"	39997761	40013406
"21853"	"9330188P03Rik"	"ENSMUSG00000115149"	"14"	105826893	105869492
"21854"	"9430014N10Rik"	"ENSMUSG00000116360"	"15"	93802737	93824992
"21855"	"9430069I07Rik"	"ENSMUSG00000094447"	"15"	34349197	34358018
"21856"	"9530082P21Rik"	"ENSMUSG00000097006"	"17"	23962208	23973039
"21857"	"9630009A06Rik"	"ENSMUSG00000115012"	"15"	30961446	30963024
"21858"	"9630013A20Rik"	"ENSMUSG00000115529"	"14"	84696079	84713864
"21859"	"9630015K15Rik"	"ENSMUSG00000114284"	"14"	64353763	64365054
"21860"	"9630028I04Rik"	"ENSMUSG00000117916"	"17"	27452759	27467040
"21861"	"9930004E17Rik"	"ENSMUSG00000096052"	"14"	26391102	26391664
"21862"	"9930012K11Rik"	"ENSMUSG00000044551"	"14"	70391854	70396951
"21863"	"9930014A18Rik"	"ENSMUSG00000097493"	"15"	60694120	60703642
"21864"	"A130051J06Rik"	"ENSMUSG00000097643"	"15"	95685737	95689523
"21865"	"A1bg"	"ENSMUSG00000022347"	"15"	60768708	60794861
"21866"	"A230009B12Rik"	"ENSMUSG00000089633"	"17"	10675145	10711986
"21867"	"A230028O05Rik"	"ENSMUSG00000096960"	"16"	24878123	24887808
"21868"	"A230107N01Rik"	"ENSMUSG00000097292"	"13"	84367700	84370294
"21869"	"A330009N23Rik"	"ENSMUSG00000097915"	"15"	101118839	101123080
"21870"	"A330035P11Rik"	"ENSMUSG00000085615"	"14"	122337385	122344395
"21871"	"A430057M04Rik"	"ENSMUSG00000090564"	"14"	21897646	21906999
"21872"	"A430088P11Rik"	"ENSMUSG00000116220"	"15"	80575226	80581811
"21873"	"A430090L17Rik"	"ENSMUSG00000114213"	"13"	114260884	114288128
"21874"	"A4galt"	"ENSMUSG00000047878"	"15"	83110923	83135975
"21875"	"A530076I17Rik"	"ENSMUSG00000086124"	"14"	45898227	45905955
"21876"	"A530095I07Rik"	"ENSMUSG00000051805"	"13"	69691165	69692142
"21877"	"A630010A05Rik"	"ENSMUSG00000075395"	"16"	14380181	14451972
"21878"	"A630019I02Rik"	"ENSMUSG00000114968"	"13"	93231341	93235476
"21879"	"A630023A22Rik"	"ENSMUSG00000095493"	"14"	33773083	33824711
"21880"	"A630089N07Rik"	"ENSMUSG00000116673"	"16"	97802510	97883650
"21881"	"A730009L09Rik"	"ENSMUSG00000110358"	"16"	84312009	84320776
"21882"	"A730060N03Rik"	"ENSMUSG00000092375"	"15"	78003906	78028342
"21883"	"A730061H03Rik"	"ENSMUSG00000053588"	"14"	55796554	55797865
"21884"	"A830009L08Rik"	"ENSMUSG00000097182"	"13"	91517106	91536248
"21885"	"A830082K12Rik"	"ENSMUSG00000087143"	"13"	78346136	78427510
"21886"	"A930001M01Rik"	"ENSMUSG00000115918"	"15"	86337553	86359299
"21887"	"A930003A15Rik"	"ENSMUSG00000075330"	"16"	19695317	19703024
"21888"	"A930006K02Rik"	"ENSMUSG00000084866"	"16"	91261913	91267016
"21889"	"A930014D07Rik"	"ENSMUSG00000114414"	"13"	99143607	99158203
"21890"	"A930017K11Rik"	"ENSMUSG00000025727"	"17"	26165361	26171539
"21891"	"A930027H12Rik"	"ENSMUSG00000115930"	"15"	87127751	87138224
"21892"	"A930038B10Rik"	"ENSMUSG00000097310"	"14"	34481359	34492510
"21893"	"Aaas"	"ENSMUSG00000036678"	"15"	102246687	102259206
"21894"	"Aard"	"ENSMUSG00000068522"	"15"	51903503	51909118
"21895"	"Abat"	"ENSMUSG00000057880"	"16"	8331293	8439432
"21896"	"Abca17"	"ENSMUSG00000035435"	"17"	24483233	24570042
"21897"	"Abca3"	"ENSMUSG00000024130"	"17"	24570924	24629175
"21898"	"Abcc1"	"ENSMUSG00000023088"	"16"	14179422	14293601
"21899"	"Abcc4"	"ENSMUSG00000032849"	"14"	118720104	118943631
"21900"	"Abcc5"	"ENSMUSG00000022822"	"16"	20150053	20245144
"21901"	"Abcd2"	"ENSMUSG00000055782"	"15"	91030074	91076002
"21902"	"Abcf3"	"ENSMUSG00000003234"	"16"	20367327	20380129
"21903"	"Abhd10"	"ENSMUSG00000033157"	"16"	45550088	45563318
"21904"	"Abhd4"	"ENSMUSG00000040997"	"14"	54491645	54508094
"21905"	"Abhd6"	"ENSMUSG00000025277"	"14"	14413010	14466871
"21906"	"Abi3bp"	"ENSMUSG00000035258"	"16"	56298241	56510498
"21907"	"Abra"	"ENSMUSG00000042895"	"15"	41727472	41733116
"21908"	"Acap2"	"ENSMUSG00000049076"	"16"	30911230	31020063
"21909"	"Acat2"	"ENSMUSG00000023832"	"17"	13161777	13179634
"21910"	"Acat3"	"ENSMUSG00000062480"	"17"	13142700	13159487
"21911"	"Acin1"	"ENSMUSG00000022185"	"14"	54879618	54924388
"21912"	"Aco2"	"ENSMUSG00000022477"	"15"	81756510	81799334
"21913"	"Acod1"	"ENSMUSG00000022126"	"14"	103284413	103294009
"21914"	"Acot10"	"ENSMUSG00000047565"	"15"	20665300	20666836
"21915"	"Acot12"	"ENSMUSG00000021620"	"13"	91889631	91934267
"21916"	"Acox2"	"ENSMUSG00000021751"	"14"	14210420	14244262
"21917"	"Acr"	"ENSMUSG00000022622"	"15"	89452529	89458788
"21918"	"Actbl2"	"ENSMUSG00000055194"	"13"	111391547	111394283
"21919"	"Actr8"	"ENSMUSG00000015971"	"14"	29700294	29728311
"21920"	"Acvr1b"	"ENSMUSG00000000532"	"15"	101071948	101111565
"21921"	"Acvrl1"	"ENSMUSG00000000530"	"15"	101026403	101043217
"21922"	"Adam2"	"ENSMUSG00000022039"	"14"	66264778	66315182
"21923"	"Adam28"	"ENSMUSG00000014725"	"14"	68843476	68893291
"21924"	"Adam7"	"ENSMUSG00000022056"	"14"	68734785	68771190
"21925"	"Adamdec1"	"ENSMUSG00000022057"	"14"	68800829	68819544
"21926"	"Adamts1"	"ENSMUSG00000022893"	"16"	85590715	85600001
"21927"	"Adamts12"	"ENSMUSG00000047497"	"15"	11064876	11349317
"21928"	"Adamts16"	"ENSMUSG00000049538"	"13"	70875921	70989930
"21929"	"Adamts20"	"ENSMUSG00000022449"	"15"	94168044	94363299
"21930"	"Adamts5"	"ENSMUSG00000022894"	"16"	85653061	85698716
"21931"	"Adamts6"	"ENSMUSG00000046169"	"13"	104424343	104633203
"21932"	"Adck5"	"ENSMUSG00000022550"	"15"	76460558	76480016
"21933"	"Adcy2"	"ENSMUSG00000021536"	"13"	68768162	69147660
"21934"	"Adcy4"	"ENSMUSG00000022220"	"14"	56006514	56021552
"21935"	"Adcy5"	"ENSMUSG00000022840"	"16"	34975247	35126108
"21936"	"Adcy6"	"ENSMUSG00000022994"	"15"	98487854	98507957
"21937"	"Adcy8"	"ENSMUSG00000022376"	"15"	64568933	64794145
"21938"	"Adcy9"	"ENSMUSG00000005580"	"16"	4105393	4238362
"21939"	"Adgrb1"	"ENSMUSG00000034730"	"15"	74388044	74461314
"21940"	"Adgrg7"	"ENSMUSG00000022755"	"16"	56544972	56616218
"21941"	"Adgrv1"	"ENSMUSG00000069170"	"13"	81243187	81781273
"21942"	"Adipoq"	"ENSMUSG00000022878"	"16"	22965286	22976778
"21943"	"Adk"	"ENSMUSG00000039197"	"14"	21102642	21498637
"21944"	"Adm2"	"ENSMUSG00000054136"	"15"	89206923	89208934
"21945"	"Adprh"	"ENSMUSG00000002844"	"16"	38264392	38273065
"21946"	"Adra1a"	"ENSMUSG00000045875"	"14"	66872700	67008617
"21947"	"Adsl"	"ENSMUSG00000022407"	"15"	80832691	80855147
"21948"	"AF067061"	"ENSMUSG00000095071"	"13"	120724650	120726053
"21949"	"AF067063"	"ENSMUSG00000094237"	"13"	120289497	120291752
"21950"	"Afdn"	"ENSMUSG00000068036"	"17"	13980801	14126412
"21951"	"Aggf1"	"ENSMUSG00000021681"	"13"	95487191	95511860
"21952"	"Ago2"	"ENSMUSG00000036698"	"15"	72967693	73056784
"21953"	"Agpat4"	"ENSMUSG00000023827"	"17"	12337591	12438532
"21954"	"Agxt2"	"ENSMUSG00000089678"	"15"	10358618	10410239
"21955"	"Ahrr"	"ENSMUSG00000021575"	"13"	74359237	74440450
"21956"	"Ahsg"	"ENSMUSG00000022868"	"16"	22710027	22718199
"21957"	"AI197445"	"ENSMUSG00000114780"	"13"	107606303	107619218
"21958"	"Aifm3"	"ENSMUSG00000022763"	"16"	17307475	17325349
"21959"	"Airn"	"ENSMUSG00000078247"	"17"	12960198	13079023
"21960"	"Ajuba"	"ENSMUSG00000022178"	"14"	54804929	54815015
"21961"	"Ak6"	"ENSMUSG00000078941"	"13"	100787487	100802867
"21962"	"Akap11"	"ENSMUSG00000022016"	"14"	78729686	78774248
"21963"	"Alcam"	"ENSMUSG00000022636"	"16"	52069359	52274437
"21964"	"Alg1"	"ENSMUSG00000039427"	"16"	5051485	5062776
"21965"	"Alg10b"	"ENSMUSG00000075470"	"15"	90108514	90117674
"21966"	"Alg12"	"ENSMUSG00000035845"	"15"	88689447	88703521
"21967"	"Alg3"	"ENSMUSG00000033809"	"16"	20424124	20430485
"21968"	"Amacr"	"ENSMUSG00000022244"	"15"	10981842	10996712
"21969"	"Amdhd2"	"ENSMUSG00000036820"	"17"	24374807	24382740
"21970"	"Amer2"	"ENSMUSG00000021986"	"14"	60610708	60625646
"21971"	"Amhr2"	"ENSMUSG00000023047"	"15"	102353802	102363068
"21972"	"Amigo2"	"ENSMUSG00000048218"	"15"	97142006	97145168
"21973"	"Ang"	"ENSMUSG00000072115"	"14"	51328607	51339466
"21974"	"Ang2"	"ENSMUSG00000047894"	"14"	51432781	51436605
"21975"	"Ang4"	"ENSMUSG00000060615"	"14"	52001335	52011047
"21976"	"Ang5"	"ENSMUSG00000053961"	"14"	44194526	44200537
"21977"	"Ang6"	"ENSMUSG00000072598"	"14"	44239121	44243875
"21978"	"Angpt1"	"ENSMUSG00000022309"	"15"	42288119	42540373
"21979"	"Ank"	"ENSMUSG00000022265"	"15"	27466763	27594995
"21980"	"Ankdd1b"	"ENSMUSG00000047117"	"13"	96552642	96607775
"21981"	"Ankra2"	"ENSMUSG00000021661"	"13"	98399582	98411262
"21982"	"Ankrd28"	"ENSMUSG00000014496"	"14"	31420725	31552608
"21983"	"Ankrd31"	"ENSMUSG00000109561"	"13"	96884780	97046547
"21984"	"Ankrd33"	"ENSMUSG00000047034"	"15"	101013636	101017921
"21985"	"Ankrd33b"	"ENSMUSG00000022237"	"15"	31291624	31367872
"21986"	"Ankrd34b"	"ENSMUSG00000045034"	"13"	92562404	92578166
"21987"	"Ankrd46"	"ENSMUSG00000048307"	"15"	36477814	36496966
"21988"	"Ankrd54"	"ENSMUSG00000033055"	"15"	78937294	78947093
"21989"	"Ankrd55"	"ENSMUSG00000049985"	"13"	112424985	112520536
"21990"	"Anks1"	"ENSMUSG00000024219"	"17"	28128280	28281749
"21991"	"Anks3"	"ENSMUSG00000022515"	"16"	4759300	4782069
"21992"	"Ano6"	"ENSMUSG00000064210"	"15"	95688724	95872632
"21993"	"Antxrl"	"ENSMUSG00000047441"	"14"	33774664	33798362
"21994"	"Anxa11"	"ENSMUSG00000021866"	"14"	25842580	25887228
"21995"	"Anxa11os"	"ENSMUSG00000098609"	"14"	25857201	25870690
"21996"	"Anxa13"	"ENSMUSG00000055114"	"15"	58204867	58261093
"21997"	"Anxa7"	"ENSMUSG00000021814"	"14"	20505328	20530201
"21998"	"Anxa8"	"ENSMUSG00000021950"	"14"	33807938	33822528
"21999"	"Ap1g2"	"ENSMUSG00000040701"	"14"	55336032	55344050
"22000"	"Ap2m1"	"ENSMUSG00000022841"	"16"	20354228	20363659
"22001"	"Ap3b1"	"ENSMUSG00000021686"	"13"	94495468	94702825
"22002"	"Ap3m1"	"ENSMUSG00000021824"	"14"	21081510	21102576
"22003"	"Ap5m1"	"ENSMUSG00000036291"	"14"	49303554	49331691
"22004"	"Apex1"	"ENSMUSG00000035960"	"14"	51162425	51164596
"22005"	"Apobec3"	"ENSMUSG00000009585"	"15"	79775860	79800107
"22006"	"Apod"	"ENSMUSG00000022548"	"16"	31115010	31133626
"22007"	"Apol10a"	"ENSMUSG00000050982"	"15"	77361247	77375269
"22008"	"Apol10b"	"ENSMUSG00000050014"	"15"	77468019	77480325
"22009"	"Apol11a"	"ENSMUSG00000091650"	"15"	77392471	77402251
"22010"	"Apol11b"	"ENSMUSG00000091694"	"15"	77518146	77527486
"22011"	"Apol6"	"ENSMUSG00000033576"	"15"	76928929	76941306
"22012"	"Apol7a"	"ENSMUSG00000010601"	"15"	77272419	77283310
"22013"	"Apol7b"	"ENSMUSG00000068252"	"15"	77306409	77331692
"22014"	"Apol7c"	"ENSMUSG00000044309"	"15"	77409052	77417516
"22015"	"Apol7e"	"ENSMUSG00000071716"	"15"	77583057	77603485
"22016"	"Apol8"	"ENSMUSG00000056656"	"15"	77631998	77641203
"22017"	"Apol9a"	"ENSMUSG00000057346"	"15"	77287989	77295335
"22018"	"Apol9b"	"ENSMUSG00000068246"	"15"	77613239	77620582
"22019"	"App"	"ENSMUSG00000022892"	"16"	84746573	84970654
"22020"	"Appl1"	"ENSMUSG00000040760"	"14"	26640945	26693189
"22021"	"Aqp2"	"ENSMUSG00000023013"	"15"	99476936	99482428
"22022"	"Aqp5"	"ENSMUSG00000044217"	"15"	99488663	99492710
"22023"	"Aqp6"	"ENSMUSG00000043144"	"15"	99499281	99503358
"22024"	"Arc"	"ENSMUSG00000022602"	"15"	74540932	74544419
"22025"	"Arf3"	"ENSMUSG00000051853"	"15"	98634515	98661095
"22026"	"Arf4"	"ENSMUSG00000021877"	"14"	26359229	26386239
"22027"	"Arf4os"	"ENSMUSG00000090861"	"14"	26349562	26359338
"22028"	"Arfgap3"	"ENSMUSG00000054277"	"15"	83183940	83234448
"22029"	"Arhgap22"	"ENSMUSG00000063506"	"14"	32935983	33091891
"22030"	"Arhgap31"	"ENSMUSG00000022799"	"16"	38418702	38533636
"22031"	"Arhgap39"	"ENSMUSG00000033697"	"15"	76608185	76702370
"22032"	"Arhgap8"	"ENSMUSG00000078954"	"15"	84604253	84656408
"22033"	"Arhgdig"	"ENSMUSG00000073433"	"17"	26418157	26426760
"22034"	"Arhgef28"	"ENSMUSG00000021662"	"13"	98035977	98342947
"22035"	"Arhgef3"	"ENSMUSG00000021895"	"14"	26836856	27125868
"22036"	"Arhgef40"	"ENSMUSG00000004562"	"14"	52222176	52243708
"22037"	"Arid1b"	"ENSMUSG00000069729"	"17"	5044607	5397931
"22038"	"Arid2"	"ENSMUSG00000033237"	"15"	96185399	96302873
"22039"	"Arl11"	"ENSMUSG00000043157"	"14"	61547202	61549385
"22040"	"Arl13b"	"ENSMUSG00000022911"	"16"	62614048	62667403
"22041"	"Arl15"	"ENSMUSG00000042348"	"13"	113931041	114293997
"22042"	"Arl6"	"ENSMUSG00000022722"	"16"	59433312	59459754
"22043"	"Armc12"	"ENSMUSG00000024223"	"17"	28749780	28758084
"22044"	"Armh4"	"ENSMUSG00000036242"	"14"	49913409	50020840
"22045"	"Arrdc3"	"ENSMUSG00000074794"	"13"	81031503	81044161
"22046"	"Arsa"	"ENSMUSG00000022620"	"15"	89356679	89361628
"22047"	"Arsb"	"ENSMUSG00000042082"	"13"	93908138	94079524
"22048"	"Arsk"	"ENSMUSG00000021592"	"13"	76208541	76246779
"22049"	"Arvcf"	"ENSMUSG00000118669"	"16"	18166046	18225826
